[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:17,473] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,473] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_pos_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,474] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,474] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_pos_R3.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,476] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,476] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_pos_R4.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,477] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,477] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Fox_neg_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,478] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,478] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Fox_neg_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,480] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg_R3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,480] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Fox_neg_R3.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,481] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,481] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Fox_pos_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,482] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,482] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Fox_pos_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,484] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos_R3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,484] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Fox_pos_R3.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,485] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,485] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_neg_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,486] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,486] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_neg_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,488] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,488] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_neg_R3.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,489] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,489] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_neg_R4.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,490] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,490] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_pos_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,492] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,492] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_pos_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,493] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,493] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_pos_R3.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,494] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,494] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Ncol_pos_R4.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,495] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,496] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,496] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,496] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,496] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,496] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.samtools.samtools                  [INFO   ]  Found 22 stats reports
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R3_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R4_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R3_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R4_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_neg_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_neg_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_neg_R3_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_pos_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,566] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_pos_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_pos_R3_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R3_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R4_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R3_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R4_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,567] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_neg_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,568] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,568] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_neg_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,570] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,570] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_neg_R3.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,571] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg_R4.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,571] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_neg_R4.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,572] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,572] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_pos_R1.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,574] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,574] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_pos_R2.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,575] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,575] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting 'Elav_pos_R3.mLb.mkD.sorted.bam.flagstat' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,576] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos_R4.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
