PeakID (cmd=annotatePeaks.pl Fox_neg_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_neg_R2.mLb.clN_peak_4588	NC_064037.1	6006781	6007341	+	329	NA	promoter-TSS (Nvec_vc1.1_LOC5509332)	-promoter-TSS (Nvec_vc1.1_LOC5509332)	-2	Nvec_vc1.1_LOC116616210	Nvec_vc1.1_LOC116616210	Nvec_vc1.1_XM_048725863			LOC116616210			NA
Fox_neg_R2.mLb.clN_peak_1985	NC_064035.1	9181291	9182101	+	329	NA	intron (Nvec_vc1.1_LOC5521352, intron 8 of 11)	-intron (Nvec_vc1.1_LOC5521352, intron 8 of 11)	6213	Nvec_vc1.1_LOC5521352	Nvec_vc1.1_LOC5521352	Nvec_vc1.1_XM_001640986			LOC5521352			NA
Fox_neg_R2.mLb.clN_peak_9476	NC_064041.1	11267819	11268376	+	329	NA	exon (Nvec_vc1.1_LOC5515344, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5515344, exon 1 of 3)	108	Nvec_vc1.1_LOC5515344	Nvec_vc1.1_LOC5515344	Nvec_vc1.1_XM_001635426			LOC5515344			NA
Fox_neg_R2.mLb.clN_peak_6256	NC_064038.1	12940627	12941196	+	328	NA	promoter-TSS (Nvec_vc1.1_LOC5507650)	-promoter-TSS (Nvec_vc1.1_LOC5507650)	-18	Nvec_vc1.1_LOC5507650	Nvec_vc1.1_LOC5507650	Nvec_vc1.1_XM_001628215			LOC5507650			NA
Fox_neg_R2.mLb.clN_peak_11678	NC_064043.1	12834503	12834968	+	328	NA	promoter-TSS (Nvec_vc1.1_LOC5512546)	-promoter-TSS (Nvec_vc1.1_LOC5512546)	26	Nvec_vc1.1_LOC5512546	Nvec_vc1.1_LOC5512546	Nvec_vc1.1_XM_032381947			LOC5512546			NA
Fox_neg_R2.mLb.clN_peak_8915	NC_064041.1	2135305	2136060	+	328	NA	promoter-TSS (Nvec_vc1.1_LOC5516727)	-promoter-TSS (Nvec_vc1.1_LOC5516727)	50	Nvec_vc1.1_LOC5516727	Nvec_vc1.1_LOC5516727	Nvec_vc1.1_XM_001636699			LOC5516727			NA
Fox_neg_R2.mLb.clN_peak_5208	NC_064037.1	15079292	15079969	+	328	NA	promoter-TSS (Nvec_vc1.1_LOC5507266)	-promoter-TSS (Nvec_vc1.1_LOC5507266)	5	Nvec_vc1.1_LOC5507270	Nvec_vc1.1_LOC5507270	Nvec_vc1.1_XM_001627878			LOC5507270			NA
Fox_neg_R2.mLb.clN_peak_12506	NC_064044.1	11428579	11428930	+	328	NA	promoter-TSS (Nvec_vc1.1_LOC5504413)	-promoter-TSS (Nvec_vc1.1_LOC5504413)	-21	Nvec_vc1.1_LOC5504413	Nvec_vc1.1_LOC5504413	Nvec_vc1.1_XM_001625257			LOC5504413			NA
Fox_neg_R2.mLb.clN_peak_13599	NC_064045.1	14300596	14301063	+	328	NA	TTS (Nvec_vc1.1_LOC5520180)	-TTS (Nvec_vc1.1_LOC5520180)	-1070	Nvec_vc1.1_LOC5520178	Nvec_vc1.1_LOC5520178	Nvec_vc1.1_XM_032365133			LOC5520178			NA
Fox_neg_R2.mLb.clN_peak_13813	NC_064046.1	1932349	1932815	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5508155)	-promoter-TSS (Nvec_vc1.1_LOC5508155)	-116	Nvec_vc1.1_LOC5508155	Nvec_vc1.1_LOC5508155	Nvec_vc1.1_XM_001628700			LOC5508155			NA
Fox_neg_R2.mLb.clN_peak_6131	NC_064038.1	10911599	10912212	+	327	NA	TTS (Nvec_vc1.1_LOC116601395)	-TTS (Nvec_vc1.1_LOC116601395)	167	Nvec_vc1.1_LOC5517608	Nvec_vc1.1_LOC5517608	Nvec_vc1.1_XM_032362161			LOC5517608			NA
Fox_neg_R2.mLb.clN_peak_536	NC_064034.1	8747179	8747491	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5520376)	-promoter-TSS (Nvec_vc1.1_LOC5520376)	-75	Nvec_vc1.1_LOC5520376	Nvec_vc1.1_LOC5520376	Nvec_vc1.1_XM_048728397			LOC5520376			NA
Fox_neg_R2.mLb.clN_peak_14280	NC_064046.1	10309223	10309743	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5513834)	-promoter-TSS (Nvec_vc1.1_LOC5513834)	-162	Nvec_vc1.1_LOC5513834	Nvec_vc1.1_LOC5513834	Nvec_vc1.1_XM_048720843			LOC5513834			NA
Fox_neg_R2.mLb.clN_peak_15379	NC_064048.1	1039673	1039920	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5513468)	-promoter-TSS (Nvec_vc1.1_LOC5513468)	27	Nvec_vc1.1_LOC5513468	Nvec_vc1.1_LOC5513468	Nvec_vc1.1_XM_048722653			LOC5513468			NA
Fox_neg_R2.mLb.clN_peak_13127	NC_064045.1	6077768	6079061	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5506415)	-promoter-TSS (Nvec_vc1.1_LOC5506415)	391	Nvec_vc1.1_LOC5506420	Nvec_vc1.1_LOC5506420	Nvec_vc1.1_XM_001627064			LOC5506420			NA
Fox_neg_R2.mLb.clN_peak_7102	NC_064039.1	7828717	7830038	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5518496)	-promoter-TSS (Nvec_vc1.1_LOC5518496)	50	Nvec_vc1.1_LOC5518496	Nvec_vc1.1_LOC5518496	Nvec_vc1.1_XM_032363065			LOC5518496			NA
Fox_neg_R2.mLb.clN_peak_4315	NC_064037.1	2134426	2135129	+	327	NA	exon (Nvec_vc1.1_LOC5501125, exon 2 of 4)	-exon (Nvec_vc1.1_LOC5501125, exon 2 of 4)	281	Nvec_vc1.1_LOC5501125	Nvec_vc1.1_LOC5501125	Nvec_vc1.1_XM_001622420			LOC5501125			NA
Fox_neg_R2.mLb.clN_peak_11570	NC_064043.1	11161081	11161906	+	327	NA	promoter-TSS (Nvec_vc1.1_LOC5519223)	-promoter-TSS (Nvec_vc1.1_LOC5519223)	-38	Nvec_vc1.1_LOC5519223	Nvec_vc1.1_LOC5519223	Nvec_vc1.1_XM_001639021			LOC5519223			NA
Fox_neg_R2.mLb.clN_peak_5375	NC_064037.1	16840116	16841005	+	326	NA	exon (Nvec_vc1.1_LOC5508961, exon 2 of 11)	-exon (Nvec_vc1.1_LOC5508961, exon 2 of 11)	372	Nvec_vc1.1_LOC5508961	Nvec_vc1.1_LOC5508961	Nvec_vc1.1_XM_001629448			LOC5508961			NA
Fox_neg_R2.mLb.clN_peak_14685	NC_064047.1	2519931	2520656	+	326	NA	intron (Nvec_vc1.1_LOC5518826, intron 3 of 20)	-intron (Nvec_vc1.1_LOC5518826, intron 3 of 20)	1881	Nvec_vc1.1_LOC5518826	Nvec_vc1.1_LOC5518826	Nvec_vc1.1_XM_048721831			LOC5518826			NA
Fox_neg_R2.mLb.clN_peak_2980	NC_064036.1	2323215	2323634	+	326	NA	promoter-TSS (Nvec_vc1.1_LOC5504629)	-promoter-TSS (Nvec_vc1.1_LOC5504629)	-151	Nvec_vc1.1_LOC5504629	Nvec_vc1.1_LOC5504629	Nvec_vc1.1_XM_048724836			LOC5504629			NA
Fox_neg_R2.mLb.clN_peak_14307	NC_064046.1	10817556	10818072	+	326	NA	promoter-TSS (Nvec_vc1.1_LOC5500687)	-promoter-TSS (Nvec_vc1.1_LOC5500687)	-165	Nvec_vc1.1_LOC5500687	Nvec_vc1.1_LOC5500687	Nvec_vc1.1_XM_032369067			LOC5500687			NA
Fox_neg_R2.mLb.clN_peak_2648	NC_064035.1	19149193	19150157	+	326	NA	promoter-TSS (Nvec_vc1.1_LOC5525253)	-promoter-TSS (Nvec_vc1.1_LOC5525253)	-5	Nvec_vc1.1_LOC5525253	Nvec_vc1.1_LOC5525253	Nvec_vc1.1_XM_048724007			LOC5525253			NA
Fox_neg_R2.mLb.clN_peak_14533	NC_064046.1	14328374	14328782	+	326	NA	promoter-TSS (Nvec_vc1.1_LOC5504208)	-promoter-TSS (Nvec_vc1.1_LOC5504208)	70	Nvec_vc1.1_LOC5504200	Nvec_vc1.1_LOC5504200	Nvec_vc1.1_XM_048721140			LOC5504200			NA
Fox_neg_R2.mLb.clN_peak_14317	NC_064046.1	11013397	11013820	+	326	NA	exon (Nvec_vc1.1_LOC5505896, exon 1 of 19)	-exon (Nvec_vc1.1_LOC5505896, exon 1 of 19)	156	Nvec_vc1.1_LOC5505896	Nvec_vc1.1_LOC5505896	Nvec_vc1.1_XM_032374219			LOC5505896			NA
Fox_neg_R2.mLb.clN_peak_957	NC_064034.1	16074282	16075168	+	325	NA	promoter-TSS (Nvec_vc1.1_LOC5511130)	-promoter-TSS (Nvec_vc1.1_LOC5511130)	-294	Nvec_vc1.1_LOC5511130	Nvec_vc1.1_LOC5511130	Nvec_vc1.1_XM_032380356			LOC5511130			NA
Fox_neg_R2.mLb.clN_peak_10624	NC_064042.1	13035634	13036657	+	325	NA	promoter-TSS (Nvec_vc1.1_LOC5506439)	-promoter-TSS (Nvec_vc1.1_LOC5506439)	-38	Nvec_vc1.1_LOC5506439	Nvec_vc1.1_LOC5506439	Nvec_vc1.1_XM_032374819			LOC5506439			NA
Fox_neg_R2.mLb.clN_peak_8070	NC_064040.1	6482077	6482931	+	325	NA	intron (Nvec_vc1.1_LOC5520841, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5520841, intron 1 of 4)	322	Nvec_vc1.1_LOC5520841	Nvec_vc1.1_LOC5520841	Nvec_vc1.1_XM_032365869			LOC5520841			NA
Fox_neg_R2.mLb.clN_peak_11311	NC_064043.1	7692838	7693571	+	325	NA	promoter-TSS (Nvec_vc1.1_LOC5522009)	-promoter-TSS (Nvec_vc1.1_LOC5522009)	54	Nvec_vc1.1_LOC5522009	Nvec_vc1.1_LOC5522009	Nvec_vc1.1_XM_001641736			LOC5522009			NA
Fox_neg_R2.mLb.clN_peak_9415	NC_064041.1	9894083	9894737	+	325	NA	promoter-TSS (Nvec_vc1.1_LOC5519402)	-promoter-TSS (Nvec_vc1.1_LOC5519402)	-99	Nvec_vc1.1_LOC5519402	Nvec_vc1.1_LOC5519402	Nvec_vc1.1_XM_032364182			LOC5519402			NA
Fox_neg_R2.mLb.clN_peak_6150	NC_064038.1	11150898	11151587	+	325	NA	promoter-TSS (Nvec_vc1.1_LOC5517620)	-promoter-TSS (Nvec_vc1.1_LOC5517620)	-82	Nvec_vc1.1_LOC5517619	Nvec_vc1.1_LOC5517619	Nvec_vc1.1_XM_001637648			LOC5517619			NA
Fox_neg_R2.mLb.clN_peak_4908	NC_064037.1	11041346	11041860	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5516539)	-promoter-TSS (Nvec_vc1.1_LOC5516539)	25	Nvec_vc1.1_LOC5516539	Nvec_vc1.1_LOC5516539	Nvec_vc1.1_XM_032386445			LOC5516539			NA
Fox_neg_R2.mLb.clN_peak_9746	NC_064041.1	15792983	15793729	+	324	NA	intron (Nvec_vc1.1_LOC5505367, intron 1 of 15)	-intron (Nvec_vc1.1_LOC5505367, intron 1 of 15)	288	Nvec_vc1.1_LOC5505367	Nvec_vc1.1_LOC5505367	Nvec_vc1.1_XM_032373792			LOC5505367			NA
Fox_neg_R2.mLb.clN_peak_12566	NC_064044.1	12197338	12197722	+	324	NA	intron (Nvec_vc1.1_LOC5514717, intron 1 of 17)	-intron (Nvec_vc1.1_LOC5514717, intron 1 of 17)	-1083	Nvec_vc1.1_LOC5514744	Nvec_vc1.1_LOC5514744	Nvec_vc1.1_XM_048734641			LOC5514744			NA
Fox_neg_R2.mLb.clN_peak_15471	NC_064048.1	2492606	2493388	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5510787)	-promoter-TSS (Nvec_vc1.1_LOC5510787)	-358	Nvec_vc1.1_LOC5510787	Nvec_vc1.1_LOC5510787	Nvec_vc1.1_XM_048722594			LOC5510787			NA
Fox_neg_R2.mLb.clN_peak_968	NC_064034.1	16272751	16273262	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5511148)	-promoter-TSS (Nvec_vc1.1_LOC5511148)	11	Nvec_vc1.1_LOC5511148	Nvec_vc1.1_LOC5511148	Nvec_vc1.1_XM_001631518			LOC5511148			NA
Fox_neg_R2.mLb.clN_peak_7903	NC_064040.1	3954653	3955131	+	324	NA	promoter-TSS (Nvec_v1g183927)	-promoter-TSS (Nvec_v1g183927)	116	Nvec_vc1.1_LOC5514928	Nvec_vc1.1_LOC5514928	Nvec_vc1.1_XM_032384537			LOC5514928			NA
Fox_neg_R2.mLb.clN_peak_7872	NC_064040.1	3525308	3526011	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5514905)	-promoter-TSS (Nvec_vc1.1_LOC5514905)	-98	Nvec_vc1.1_LOC5514905	Nvec_vc1.1_LOC5514905	Nvec_vc1.1_XM_032384554			LOC5514905			NA
Fox_neg_R2.mLb.clN_peak_12695	NC_064044.1	13765327	13765909	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5517565)	-promoter-TSS (Nvec_vc1.1_LOC5517565)	38	Nvec_vc1.1_LOC5517565	Nvec_vc1.1_LOC5517565	Nvec_vc1.1_XM_032362039			LOC5517565			NA
Fox_neg_R2.mLb.clN_peak_15226	NC_064047.1	13066953	13068322	+	324	NA	intron (Nvec_vc1.1_LOC5520403, intron 13 of 25)	-intron (Nvec_vc1.1_LOC5520403, intron 13 of 25)	16734	Nvec_vc1.1_LOC5520403	Nvec_vc1.1_LOC5520403	Nvec_vc1.1_XM_048721534			LOC5520403			NA
Fox_neg_R2.mLb.clN_peak_669	NC_064034.1	10659648	10660388	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5507521)	-promoter-TSS (Nvec_vc1.1_LOC5507521)	-99	Nvec_vc1.1_LOC116614780	Nvec_vc1.1_LOC116614780	Nvec_vc1.1_XM_032376181			LOC116614780			NA
Fox_neg_R2.mLb.clN_peak_291	NC_064034.1	4722011	4722631	+	324	NA	Intergenic	Intergenic	8952	Nvec_vc1.1_LOC5517202	Nvec_vc1.1_LOC5517202	Nvec_vc1.1_XM_001637125			LOC5517202			NA
Fox_neg_R2.mLb.clN_peak_10973	NC_064043.1	2635622	2636346	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5516442)	-promoter-TSS (Nvec_vc1.1_LOC5516442)	62	Nvec_vc1.1_LOC5516443	Nvec_vc1.1_LOC5516443	Nvec_vc1.1_XM_032386280			LOC5516443			NA
Fox_neg_R2.mLb.clN_peak_6315	NC_064038.1	14051438	14052107	+	324	NA	promoter-TSS (Nvec_vc1.1_LOC5513986)	-promoter-TSS (Nvec_vc1.1_LOC5513986)	96	Nvec_vc1.1_LOC5513986	Nvec_vc1.1_LOC5513986	Nvec_vc1.1_XM_001634113			LOC5513986			NA
Fox_neg_R2.mLb.clN_peak_12099	NC_064044.1	4291011	4291929	+	324	NA	exon (Nvec_vc1.1_LOC5503763, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5503763, exon 1 of 4)	140	Nvec_vc1.1_LOC5503763	Nvec_vc1.1_LOC5503763	Nvec_vc1.1_XM_001624665			LOC5503763			NA
Fox_neg_R2.mLb.clN_peak_12597	NC_064044.1	12585782	12586364	+	323	NA	Intergenic	Intergenic	-7987	Nvec_vc1.1_LOC5514733	Nvec_vc1.1_LOC5514733	Nvec_vc1.1_XM_001634845			LOC5514733			NA
Fox_neg_R2.mLb.clN_peak_12936	NC_064045.1	3314956	3315562	+	323	NA	promoter-TSS (Nvec_vc1.1_LOC5516866)	-promoter-TSS (Nvec_vc1.1_LOC5516866)	108	Nvec_vc1.1_LOC116620873	Nvec_vc1.1_LOC116620873	Nvec_vc1.1_XM_032386785			LOC116620873			NA
Fox_neg_R2.mLb.clN_peak_6740	NC_064039.1	2723153	2724519	+	323	NA	promoter-TSS (Nvec_vc1.1_LOC5514634)	-promoter-TSS (Nvec_vc1.1_LOC5514634)	494	Nvec_vc1.1_LOC5514633	Nvec_vc1.1_LOC5514633	Nvec_vc1.1_XM_001634766			LOC5514633			NA
Fox_neg_R2.mLb.clN_peak_4834	NC_064037.1	9704066	9705190	+	323	NA	exon (Nvec_vc1.1_LOC5522228, exon 1 of 38)	-exon (Nvec_vc1.1_LOC5522228, exon 1 of 38)	147	Nvec_vc1.1_LOC5522228	Nvec_vc1.1_LOC5522228	Nvec_vc1.1_XM_048725998			LOC5522228			NA
Fox_neg_R2.mLb.clN_peak_12260	NC_064044.1	7121623	7122953	+	323	NA	promoter-TSS (Nvec_vc1.1_LOC116605635)	-promoter-TSS (Nvec_vc1.1_LOC116605635)	-385	Nvec_vc1.1_LOC116605635	Nvec_vc1.1_LOC116605635	Nvec_vc1.1_XM_048733995			LOC116605635			NA
Fox_neg_R2.mLb.clN_peak_15962	NC_064048.1	10901446	10902272	+	323	NA	promoter-TSS (Nvec_vc1.1_LOC5502352)	-promoter-TSS (Nvec_vc1.1_LOC5502352)	-13	Nvec_vc1.1_LOC5502352	Nvec_vc1.1_LOC5502352	Nvec_vc1.1_XM_048723136			LOC5502352			NA
Fox_neg_R2.mLb.clN_peak_9243	NC_064041.1	6840128	6840792	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC5515224)	-promoter-TSS (Nvec_vc1.1_LOC5515224)	-25	Nvec_vc1.1_LOC5515223	Nvec_vc1.1_LOC5515223	Nvec_vc1.1_XM_001635358			LOC5515223			NA
Fox_neg_R2.mLb.clN_peak_15632	NC_064048.1	5227092	5227707	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC5522342)	-promoter-TSS (Nvec_vc1.1_LOC5522342)	-43	Nvec_vc1.1_LOC5522342	Nvec_vc1.1_LOC5522342	Nvec_vc1.1_XM_032367715			LOC5522342			NA
Fox_neg_R2.mLb.clN_peak_10992	NC_064043.1	2841929	2842467	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC116620704)	-promoter-TSS (Nvec_vc1.1_LOC116620704)	85	Nvec_vc1.1_LOC116620704	Nvec_vc1.1_LOC116620704	Nvec_vc1.1_XM_032386346			LOC116620704			NA
Fox_neg_R2.mLb.clN_peak_4288	NC_064037.1	1771442	1771788	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC5509219)	-promoter-TSS (Nvec_vc1.1_LOC5509219)	61	Nvec_vc1.1_LOC5509219	Nvec_vc1.1_LOC5509219	Nvec_vc1.1_XM_001629695			LOC5509219			NA
Fox_neg_R2.mLb.clN_peak_710	NC_064034.1	11482746	11483090	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC5517461)	-promoter-TSS (Nvec_vc1.1_LOC5517461)	14	Nvec_vc1.1_LOC5517461	Nvec_vc1.1_LOC5517461	Nvec_vc1.1_XM_001637351			LOC5517461			NA
Fox_neg_R2.mLb.clN_peak_1476	NC_064035.1	2192455	2193146	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC5515489)	-promoter-TSS (Nvec_vc1.1_LOC5515489)	96	Nvec_vc1.1_LOC5515489	Nvec_vc1.1_LOC5515489	Nvec_vc1.1_XM_001635570			LOC5515489			NA
Fox_neg_R2.mLb.clN_peak_2881	NC_064036.1	1042261	1043317	+	322	NA	exon (Nvec_vc1.1_LOC5517069, exon 1 of 23)	-exon (Nvec_vc1.1_LOC5517069, exon 1 of 23)	173	Nvec_vc1.1_LOC5517069	Nvec_vc1.1_LOC5517069	Nvec_vc1.1_XM_032386919			LOC5517069			NA
Fox_neg_R2.mLb.clN_peak_7470	NC_064039.1	13222141	13222781	+	322	NA	promoter-TSS (Nvec_vc1.1_LOC5520973)	-promoter-TSS (Nvec_vc1.1_LOC5520973)	15	Nvec_vc1.1_LOC5520973	Nvec_vc1.1_LOC5520973	Nvec_vc1.1_XM_001640827			LOC5520973			NA
Fox_neg_R2.mLb.clN_peak_8800	NC_064040.1	17755335	17756412	+	321	NA	promoter-TSS (Nvec_v1g244073)	-promoter-TSS (Nvec_v1g244073)	-158	Nvec_v1g244073	Nvec_v1g244073	Nvec_v1g244073						NA
Fox_neg_R2.mLb.clN_peak_7210	NC_064039.1	9674056	9675077	+	321	NA	promoter-TSS (Nvec_vc1.1_LOC5519790)	-promoter-TSS (Nvec_vc1.1_LOC5519790)	-107	Nvec_vc1.1_LOC5519790	Nvec_vc1.1_LOC5519790	Nvec_vc1.1_XM_032364643			LOC5519790			NA
Fox_neg_R2.mLb.clN_peak_8781	NC_064040.1	17107314	17107979	+	321	NA	promoter-TSS (Nvec_vc1.1_LOC5511222)	-promoter-TSS (Nvec_vc1.1_LOC5511222)	3	Nvec_vc1.1_LOC116617300	Nvec_vc1.1_LOC116617300	Nvec_vc1.1_XM_048730651			LOC116617300			NA
Fox_neg_R2.mLb.clN_peak_14050	NC_064046.1	6067252	6068022	+	321	NA	promoter-TSS (Nvec_vc1.1_LOC5518014)	-promoter-TSS (Nvec_vc1.1_LOC5518014)	-69	Nvec_vc1.1_LOC5518014	Nvec_vc1.1_LOC5518014	Nvec_vc1.1_XM_048720887			LOC5518014			NA
Fox_neg_R2.mLb.clN_peak_5737	NC_064038.1	4610413	4611839	+	321	NA	intron (Nvec_vc1.1_LOC5509158, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5509158, intron 1 of 3)	381	Nvec_vc1.1_LOC5509158	Nvec_vc1.1_LOC5509158	Nvec_vc1.1_XM_032378048			LOC5509158			NA
Fox_neg_R2.mLb.clN_peak_6033	NC_064038.1	9524171	9525252	+	321	NA	promoter-TSS (Nvec_vc1.1_LOC5508745)	-promoter-TSS (Nvec_vc1.1_LOC5508745)	-146	Nvec_vc1.1_LOC5508745	Nvec_vc1.1_LOC5508745	Nvec_vc1.1_XM_048727510			LOC5508745			NA
Fox_neg_R2.mLb.clN_peak_6293	NC_064038.1	13774052	13774355	+	321	NA	intron (Nvec_vc1.1_LOC5503308, intron 17 of 68)	-intron (Nvec_vc1.1_LOC5503308, intron 17 of 68)	23408	Nvec_vc1.1_LOC5503308	Nvec_vc1.1_LOC5503308	Nvec_vc1.1_XM_048727478			LOC5503308			NA
Fox_neg_R2.mLb.clN_peak_9962	NC_064042.1	2239793	2240169	+	321	NA	promoter-TSS (Nvec_vc1.1_LOC5509932)	-promoter-TSS (Nvec_vc1.1_LOC5509932)	-139	Nvec_vc1.1_LOC5509932	Nvec_vc1.1_LOC5509932	Nvec_vc1.1_XM_032378998			LOC5509932			NA
Fox_neg_R2.mLb.clN_peak_3137	NC_064036.1	4721248	4721921	+	321	NA	promoter-TSS (Nvec_vc1.1_LOC5512630)	-promoter-TSS (Nvec_vc1.1_LOC5512630)	-79	Nvec_vc1.1_LOC5512630	Nvec_vc1.1_LOC5512630	Nvec_vc1.1_XM_001632911			LOC5512630			NA
Fox_neg_R2.mLb.clN_peak_12093	NC_064044.1	4237756	4238411	+	320	NA	promoter-TSS (Nvec_v1g132358)	-promoter-TSS (Nvec_v1g132358)	-92	Nvec_vc1.1_LOC5503769	Nvec_vc1.1_LOC5503769	Nvec_vc1.1_XM_032371998			LOC5503769			NA
Fox_neg_R2.mLb.clN_peak_7603	NC_064039.1	15459644	15460023	+	320	NA	promoter-TSS (Nvec_vc1.1_LOC5503583)	-promoter-TSS (Nvec_vc1.1_LOC5503583)	54	Nvec_vc1.1_LOC5503583	Nvec_vc1.1_LOC5503583	Nvec_vc1.1_XM_001624543			LOC5503583			NA
Fox_neg_R2.mLb.clN_peak_13504	NC_064045.1	12482356	12482885	+	320	NA	promoter-TSS (Nvec_vc1.1_LOC5520618)	-promoter-TSS (Nvec_vc1.1_LOC5520618)	142	Nvec_vc1.1_LOC5520506	Nvec_vc1.1_LOC5520506	Nvec_vc1.1_XM_048719854			LOC5520506			NA
Fox_neg_R2.mLb.clN_peak_13724	NC_064046.1	742992	743762	+	320	NA	Intergenic	Intergenic	-4155	Nvec_vc1.1_LOC5521483	Nvec_vc1.1_LOC5521483	Nvec_vc1.1_XM_032366790			LOC5521483			NA
Fox_neg_R2.mLb.clN_peak_13961	NC_064046.1	4232406	4233000	+	320	NA	TTS (Nvec_vc1.1_LOC5512265)	-TTS (Nvec_vc1.1_LOC5512265)	-1981	Nvec_vc1.1_LOC5521721	Nvec_vc1.1_LOC5521721	Nvec_vc1.1_XM_048721143			LOC5521721			NA
Fox_neg_R2.mLb.clN_peak_1496	NC_064035.1	2393506	2394036	+	320	NA	promoter-TSS (Nvec_vc1.1_LOC5515509)	-promoter-TSS (Nvec_vc1.1_LOC5515509)	45	Nvec_vc1.1_LOC5515509	Nvec_vc1.1_LOC5515509	Nvec_vc1.1_XM_032385279			LOC5515509			NA
Fox_neg_R2.mLb.clN_peak_9932	NC_064042.1	1731272	1731803	+	320	NA	exon (Nvec_vc1.1_LOC125572302, exon 1 of 2)	-exon (Nvec_vc1.1_LOC125572302, exon 1 of 2)	377	Nvec_vc1.1_LOC125572302	Nvec_vc1.1_LOC125572302	Nvec_vc1.1_XM_048732691			LOC125572302			NA
Fox_neg_R2.mLb.clN_peak_15859	NC_064048.1	9270345	9270958	+	319	NA	promoter-TSS (Nvec_vc1.1_LOC5512460)	-promoter-TSS (Nvec_vc1.1_LOC5512460)	-75	Nvec_vc1.1_LOC5512460	Nvec_vc1.1_LOC5512460	Nvec_vc1.1_XM_032381844			LOC5512460			NA
Fox_neg_R2.mLb.clN_peak_5328	NC_064037.1	16331290	16332024	+	319	NA	intron (Nvec_vc1.1_LOC5513972, intron 1 of 13)	-intron (Nvec_vc1.1_LOC5513972, intron 1 of 13)	324	Nvec_vc1.1_LOC5513972	Nvec_vc1.1_LOC5513972	Nvec_vc1.1_XM_032383547			LOC5513972			NA
Fox_neg_R2.mLb.clN_peak_10679	NC_064042.1	13748052	13748607	+	319	NA	intron (Nvec_vc1.1_LOC5502298, intron 4 of 7)	-intron (Nvec_vc1.1_LOC5502298, intron 4 of 7)	2427	Nvec_vc1.1_LOC5502298	Nvec_vc1.1_LOC5502298	Nvec_vc1.1_XM_048732872			LOC5502298			NA
Fox_neg_R2.mLb.clN_peak_12141	NC_064044.1	4848224	4848458	+	319	NA	promoter-TSS (Nvec_vc1.1_LOC5501387)	-promoter-TSS (Nvec_vc1.1_LOC5501387)	17	Nvec_vc1.1_LOC5501387	Nvec_vc1.1_LOC5501387	Nvec_vc1.1_XM_001622639			LOC5501387			NA
Fox_neg_R2.mLb.clN_peak_10780	NC_064042.1	15408024	15408577	+	319	NA	TTS (Nvec_vc1.1_LOC116614235)	-TTS (Nvec_vc1.1_LOC116614235)	4424	Nvec_vc1.1_LOC125572426	Nvec_vc1.1_LOC125572426	Nvec_vc1.1_XM_048732929			LOC125572426			NA
Fox_neg_R2.mLb.clN_peak_838	NC_064034.1	13424082	13424734	+	319	NA	exon (Nvec_vc1.1_LOC5515913, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5515913, exon 2 of 2)	-3786	Nvec_NVE17338	Nvec_NVE17338	Nvec_NVE17338						NA
Fox_neg_R2.mLb.clN_peak_5804	NC_064038.1	5809333	5810335	+	319	NA	promoter-TSS (Nvec_vc1.1_LOC5511209)	-promoter-TSS (Nvec_vc1.1_LOC5511209)	-50	Nvec_vc1.1_LOC5511209	Nvec_vc1.1_LOC5511209	Nvec_vc1.1_XM_001631546			LOC5511209			NA
