PeakID (cmd=annotatePeaks.pl Elav_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R3.mLb.clN_peak_7421	NC_064039.1	6784257	6785128	+	1555	NA	promoter-TSS (Nvec_vc1.1_LOC5515046)	-promoter-TSS (Nvec_vc1.1_LOC5515046)	24	Nvec_vc1.1_LOC5515046	Nvec_vc1.1_LOC5515046	Nvec_vc1.1_XM_048728477			LOC5515046			NA
Elav_pos_R3.mLb.clN_peak_932	NC_064034.1	13020692	13021232	+	1555	NA	promoter-TSS (Nvec_vc1.1_LOC5515880)	-promoter-TSS (Nvec_vc1.1_LOC5515880)	-21	Nvec_vc1.1_LOC5515933	Nvec_vc1.1_LOC5515933	Nvec_vc1.1_XM_048726083			LOC5515933			NA
Elav_pos_R3.mLb.clN_peak_1722	NC_064035.1	3537984	3539091	+	1554	NA	promoter-TSS (Nvec_vc1.1_LOC116619556)	-promoter-TSS (Nvec_vc1.1_LOC116619556)	-327	Nvec_vc1.1_LOC116619556	Nvec_vc1.1_LOC116619556	Nvec_vc1.1_XM_032384450			LOC116619556			NA
Elav_pos_R3.mLb.clN_peak_4998	NC_064037.1	6501997	6503068	+	1554	NA	promoter-TSS (Nvec_vc1.1_LOC5502924)	-promoter-TSS (Nvec_vc1.1_LOC5502924)	-30	Nvec_vc1.1_LOC5502924	Nvec_vc1.1_LOC5502924	Nvec_vc1.1_XM_001624006			LOC5502924			NA
Elav_pos_R3.mLb.clN_peak_12243	NC_064043.1	12019782	12020901	+	1554	NA	promoter-TSS (Nvec_vc1.1_LOC5510610)	-promoter-TSS (Nvec_vc1.1_LOC5510610)	-126	Nvec_vc1.1_LOC5510610	Nvec_vc1.1_LOC5510610	Nvec_vc1.1_XM_032379774			LOC5510610			NA
Elav_pos_R3.mLb.clN_peak_5476	NC_064037.1	13169383	13170103	+	1554	NA	promoter-TSS (Nvec_vc1.1_LOC5511079)	-promoter-TSS (Nvec_vc1.1_LOC5511079)	-96	Nvec_vc1.1_LOC116617550	Nvec_vc1.1_LOC116617550	Nvec_vc1.1_XM_032380306			LOC116617550			NA
Elav_pos_R3.mLb.clN_peak_2560	NC_064035.1	15206599	15207585	+	1553	NA	promoter-TSS (Nvec_vc1.1_LOC5521849)	-promoter-TSS (Nvec_vc1.1_LOC5521849)	-62	Nvec_vc1.1_LOC5521849	Nvec_vc1.1_LOC5521849	Nvec_vc1.1_XM_032367083			LOC5521849			NA
Elav_pos_R3.mLb.clN_peak_10312	NC_064042.1	1143511	1144570	+	1552	NA	exon (Nvec_vc1.1_LOC5509486, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5509486, exon 1 of 10)	813	Nvec_vc1.1_LOC5509486	Nvec_vc1.1_LOC5509486	Nvec_vc1.1_XM_032378393			LOC5509486			NA
Elav_pos_R3.mLb.clN_peak_9977	NC_064041.1	12604556	12605436	+	1552	NA	promoter-TSS (Nvec_vc1.1_LOC5505902)	-promoter-TSS (Nvec_vc1.1_LOC5505902)	-162	Nvec_vc1.1_LOC116613809	Nvec_vc1.1_LOC116613809	Nvec_vc1.1_XM_032374260			LOC116613809			NA
Elav_pos_R3.mLb.clN_peak_1900	NC_064035.1	5896079	5896745	+	1551	NA	promoter-TSS (Nvec_vc1.1_LOC5517865)	-promoter-TSS (Nvec_vc1.1_LOC5517865)	-88	Nvec_vc1.1_LOC5517924	Nvec_vc1.1_LOC5517924	Nvec_vc1.1_XM_032362462			LOC5517924			NA
Elav_pos_R3.mLb.clN_peak_16774	NC_064048.1	8989117	8990379	+	1551	NA	promoter-TSS (Nvec_vc1.1_LOC5512472)	-promoter-TSS (Nvec_vc1.1_LOC5512472)	25	Nvec_vc1.1_LOC5512472	Nvec_vc1.1_LOC5512472	Nvec_vc1.1_XM_032381868			LOC5512472			NA
Elav_pos_R3.mLb.clN_peak_5581	NC_064037.1	14837366	14837903	+	1550	NA	TTS (Nvec_vc1.1_LOC5501117)	-TTS (Nvec_vc1.1_LOC5501117)	205	Nvec_vc1.1_LOC5501111	Nvec_vc1.1_LOC5501111	Nvec_vc1.1_XM_001622412			LOC5501111			NA
Elav_pos_R3.mLb.clN_peak_640	NC_064034.1	9387167	9388466	+	1549	NA	promoter-TSS (Nvec_vc1.1_LOC5520346)	-promoter-TSS (Nvec_vc1.1_LOC5520346)	-185	Nvec_vc1.1_LOC5520346	Nvec_vc1.1_LOC5520346	Nvec_vc1.1_XM_032365366			LOC5520346			NA
Elav_pos_R3.mLb.clN_peak_4	NC_064034.1	638709	639353	+	1549	NA	promoter-TSS (Nvec_vc1.1_LOC5505836)	-promoter-TSS (Nvec_vc1.1_LOC5505836)	30	Nvec_vc1.1_LOC5505839	Nvec_vc1.1_LOC5505839	Nvec_vc1.1_XM_032374171			LOC5505839			NA
Elav_pos_R3.mLb.clN_peak_954	NC_064034.1	13344805	13345525	+	1549	NA	exon (Nvec_vc1.1_LOC5515920, exon 1 of 12)	-exon (Nvec_vc1.1_LOC5515920, exon 1 of 12)	405	Nvec_vc1.1_LOC5515920	Nvec_vc1.1_LOC5515920	Nvec_vc1.1_XM_032385657			LOC5515920			NA
Elav_pos_R3.mLb.clN_peak_1042	NC_064034.1	15334315	15335235	+	1549	NA	promoter-TSS (Nvec_vc1.1_LOC5506319)	-promoter-TSS (Nvec_vc1.1_LOC5506319)	-4	Nvec_vc1.1_LOC116614107	Nvec_vc1.1_LOC116614107	Nvec_vc1.1_XM_032374710			LOC116614107			NA
Elav_pos_R3.mLb.clN_peak_3978	NC_064036.1	12252119	12253027	+	1549	NA	promoter-TSS (Nvec_vc1.1_LOC5520091)	-promoter-TSS (Nvec_vc1.1_LOC5520091)	47	Nvec_vc1.1_LOC5520091	Nvec_vc1.1_LOC5520091	Nvec_vc1.1_XM_001639829			LOC5520091			NA
Elav_pos_R3.mLb.clN_peak_16270	NC_064048.1	1940172	1940910	+	1548	NA	TTS (Nvec_vc1.1_LOC5502779)	-TTS (Nvec_vc1.1_LOC5502779)	-4813	Nvec_vc1.1_LOC5502777	Nvec_vc1.1_LOC5502777	Nvec_vc1.1_XM_032371089			LOC5502777			NA
Elav_pos_R3.mLb.clN_peak_10642	NC_064042.1	5757085	5758167	+	1548	NA	promoter-TSS (Nvec_vc1.1_LOC5501672)	-promoter-TSS (Nvec_vc1.1_LOC5501672)	-50	Nvec_vc1.1_LOC5501672	Nvec_vc1.1_LOC5501672	Nvec_vc1.1_XM_001622886			LOC5501672			NA
Elav_pos_R3.mLb.clN_peak_366	NC_064034.1	5548080	5548701	+	1548	NA	intron (Nvec_vc1.1_LOC5510671, intron 1 of 16)	-intron (Nvec_vc1.1_LOC5510671, intron 1 of 16)	194	Nvec_vc1.1_LOC5510671	Nvec_vc1.1_LOC5510671	Nvec_vc1.1_XM_001631041			LOC5510671			NA
Elav_pos_R3.mLb.clN_peak_2013	NC_064035.1	7488099	7488805	+	1548	NA	promoter-TSS (Nvec_vc1.1_LOC5514373)	-promoter-TSS (Nvec_vc1.1_LOC5514373)	26	Nvec_vc1.1_LOC5514373	Nvec_vc1.1_LOC5514373	Nvec_vc1.1_XM_048723896			LOC5514373			NA
Elav_pos_R3.mLb.clN_peak_2285	NC_064035.1	10958212	10958790	+	1547	NA	promoter-TSS (Nvec_vc1.1_LOC5521147)	-promoter-TSS (Nvec_vc1.1_LOC5521147)	54	Nvec_vc1.1_LOC5521147	Nvec_vc1.1_LOC5521147	Nvec_vc1.1_XM_032366336			LOC5521147			NA
Elav_pos_R3.mLb.clN_peak_10325	NC_064042.1	1298316	1298732	+	1547	NA	promoter-TSS (Nvec_vc1.1_LOC116616310)	-promoter-TSS (Nvec_vc1.1_LOC116616310)	114	Nvec_vc1.1_LOC5509473	Nvec_vc1.1_LOC5509473	Nvec_vc1.1_XM_001629948			LOC5509473			NA
Elav_pos_R3.mLb.clN_peak_8721	NC_064040.1	8398341	8398855	+	1547	NA	promoter-TSS (Nvec_vc1.1_LOC5513002)	-promoter-TSS (Nvec_vc1.1_LOC5513002)	-329	Nvec_vc1.1_LOC5513002	Nvec_vc1.1_LOC5513002	Nvec_vc1.1_XM_048730738			LOC5513002			NA
Elav_pos_R3.mLb.clN_peak_3637	NC_064036.1	7953737	7954822	+	1544	NA	exon (Nvec_vc1.1_LOC5511247, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5511247, exon 1 of 4)	884	Nvec_vc1.1_LOC5511247	Nvec_vc1.1_LOC5511247	Nvec_vc1.1_XM_032380573			LOC5511247			NA
Elav_pos_R3.mLb.clN_peak_677	NC_064034.1	9838161	9838917	+	1544	NA	exon (Nvec_vc1.1_LOC5520319, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5520319, exon 1 of 6)	110	Nvec_vc1.1_LOC5520319	Nvec_vc1.1_LOC5520319	Nvec_vc1.1_XM_001640108			LOC5520319			NA
Elav_pos_R3.mLb.clN_peak_14091	NC_064045.1	12134308	12135179	+	1544	NA	promoter-TSS (Nvec_v1g238779)	-promoter-TSS (Nvec_v1g238779)	-756	Nvec_v1g238779	Nvec_v1g238779	Nvec_v1g238779						NA
Elav_pos_R3.mLb.clN_peak_5154	NC_064037.1	8514977	8515711	+	1544	NA	Intergenic	Intergenic	-1353	Nvec_vc1.1_LOC116611748	Nvec_vc1.1_LOC116611748	Nvec_vc1.1_XM_032372264			LOC116611748			NA
Elav_pos_R3.mLb.clN_peak_5353	NC_064037.1	11362620	11363758	+	1544	NA	promoter-TSS (Nvec_vc1.1_LOC5516611)	-promoter-TSS (Nvec_vc1.1_LOC5516611)	-13	Nvec_vc1.1_LOC5516611	Nvec_vc1.1_LOC5516611	Nvec_vc1.1_XM_032386469			LOC5516611			NA
Elav_pos_R3.mLb.clN_peak_15742	NC_064047.1	6539005	6539990	+	1543	NA	promoter-TSS (Nvec_vc1.1_LOC5505109)	-promoter-TSS (Nvec_vc1.1_LOC5505109)	-3	Nvec_vc1.1_LOC5505109	Nvec_vc1.1_LOC5505109	Nvec_vc1.1_XM_001625916			LOC5505109			NA
Elav_pos_R3.mLb.clN_peak_15812	NC_064047.1	8157436	8158027	+	1541	NA	promoter-TSS (Nvec_vc1.1_LOC5507467)	-promoter-TSS (Nvec_vc1.1_LOC5507467)	-14	Nvec_vc1.1_LOC5507467	Nvec_vc1.1_LOC5507467	Nvec_vc1.1_XM_001628051			LOC5507467			NA
Elav_pos_R3.mLb.clN_peak_15694	NC_064047.1	5891070	5891786	+	1540	NA	promoter-TSS (Nvec_vc1.1_LOC5513915)	-promoter-TSS (Nvec_vc1.1_LOC5513915)	94	Nvec_vc1.1_LOC5513915	Nvec_vc1.1_LOC5513915	Nvec_vc1.1_XM_048721786			LOC5513915			NA
Elav_pos_R3.mLb.clN_peak_16349	NC_064048.1	2997559	2998679	+	1539	NA	exon (Nvec_NVE905, exon 1 of 3)	-exon (Nvec_NVE905, exon 1 of 3)	393	Nvec_NVE905	Nvec_NVE905	Nvec_NVE905						NA
Elav_pos_R3.mLb.clN_peak_7577	NC_064039.1	8853611	8853922	+	1538	NA	promoter-TSS (Nvec_vc1.1_LOC5508589)	-promoter-TSS (Nvec_vc1.1_LOC5508589)	-628	Nvec_vc1.1_LOC5508589	Nvec_vc1.1_LOC5508589	Nvec_vc1.1_XM_001629133			LOC5508589			NA
Elav_pos_R3.mLb.clN_peak_3152	NC_064036.1	1702945	1703743	+	1538	NA	exon (Nvec_vc1.1_LOC116621118, exon 2 of 3)	-exon (Nvec_vc1.1_LOC116621118, exon 2 of 3)	1003	Nvec_vc1.1_LOC116621118	Nvec_vc1.1_LOC116621118	Nvec_vc1.1_XM_048725298			LOC116621118			NA
Elav_pos_R3.mLb.clN_peak_5534	NC_064037.1	14073873	14074774	+	1537	NA	promoter-TSS (Nvec_vc1.1_LOC5510925)	-promoter-TSS (Nvec_vc1.1_LOC5510925)	152	Nvec_vc1.1_LOC5510949	Nvec_vc1.1_LOC5510949	Nvec_vc1.1_XM_001631294			LOC5510949			NA
Elav_pos_R3.mLb.clN_peak_13213	NC_064044.1	12564576	12565651	+	1537	NA	promoter-TSS (Nvec_vc1.1_LOC5514760)	-promoter-TSS (Nvec_vc1.1_LOC5514760)	65	Nvec_vc1.1_LOC5514760	Nvec_vc1.1_LOC5514760	Nvec_vc1.1_XM_048734688			LOC5514760			NA
Elav_pos_R3.mLb.clN_peak_16596	NC_064048.1	6468567	6469847	+	1536	NA	promoter-TSS (Nvec_vc1.1_LOC5506384)	-promoter-TSS (Nvec_vc1.1_LOC5506384)	63	Nvec_vc1.1_LOC5506384	Nvec_vc1.1_LOC5506384	Nvec_vc1.1_XM_001627049			LOC5506384			NA
Elav_pos_R3.mLb.clN_peak_8249	NC_064040.1	1777289	1777924	+	1535	NA	promoter-TSS (Nvec_vc1.1_LOC5511981)	-promoter-TSS (Nvec_vc1.1_LOC5511981)	-54	Nvec_vc1.1_LOC5511982	Nvec_vc1.1_LOC5511982	Nvec_vc1.1_XM_048730236			LOC5511982			NA
Elav_pos_R3.mLb.clN_peak_14966	NC_064046.1	9152669	9153474	+	1534	NA	promoter-TSS (Nvec_vc1.1_LOC5518535)	-promoter-TSS (Nvec_vc1.1_LOC5518535)	62	Nvec_vc1.1_LOC5518535	Nvec_vc1.1_LOC5518535	Nvec_vc1.1_XM_032363293			LOC5518535			NA
Elav_pos_R3.mLb.clN_peak_9293	NC_064040.1	16732270	16733129	+	1533	NA	promoter-TSS (Nvec_vc1.1_LOC5516005)	-promoter-TSS (Nvec_vc1.1_LOC5516005)	12	Nvec_vc1.1_LOC5516005	Nvec_vc1.1_LOC5516005	Nvec_vc1.1_XM_032385826			LOC5516005			NA
Elav_pos_R3.mLb.clN_peak_4337	NC_064036.1	17215798	17216702	+	1533	NA	exon (Nvec_vc1.1_LOC5514275, exon 3 of 5)	-exon (Nvec_vc1.1_LOC5514275, exon 3 of 5)	-5109	Nvec_vc1.1_LOC5514276	Nvec_vc1.1_LOC5514276	Nvec_vc1.1_XM_032383860			LOC5514276			NA
Elav_pos_R3.mLb.clN_peak_70	NC_064034.1	2025069	2026171	+	1533	NA	promoter-TSS (Nvec_vc1.1_LOC5516377)	-promoter-TSS (Nvec_vc1.1_LOC5516377)	-88	Nvec_vc1.1_LOC5516377	Nvec_vc1.1_LOC5516377	Nvec_vc1.1_XM_001636361			LOC5516377			NA
Elav_pos_R3.mLb.clN_peak_12164	NC_064043.1	10862123	10863073	+	1532	NA	intron (Nvec_vc1.1_LOC5519181, intron 1 of 19)	-intron (Nvec_vc1.1_LOC5519181, intron 1 of 19)	209	Nvec_vc1.1_LOC5519181	Nvec_vc1.1_LOC5519181	Nvec_vc1.1_XM_048733305			LOC5519181			NA
Elav_pos_R3.mLb.clN_peak_8736	NC_064040.1	8555101	8555938	+	1532	NA	promoter-TSS (Nvec_vc1.1_LOC5512992)	-promoter-TSS (Nvec_vc1.1_LOC5512992)	-107	Nvec_vc1.1_LOC5512992	Nvec_vc1.1_LOC5512992	Nvec_vc1.1_XM_032382490			LOC5512992			NA
Elav_pos_R3.mLb.clN_peak_14265	NC_064045.1	14717060	14717806	+	1530	NA	promoter-TSS (Nvec_vc1.1_LOC5520276)	-promoter-TSS (Nvec_vc1.1_LOC5520276)	102	Nvec_vc1.1_LOC5520192	Nvec_vc1.1_LOC5520192	Nvec_vc1.1_XM_048719960			LOC5520192			NA
Elav_pos_R3.mLb.clN_peak_12334	NC_064043.1	13188434	13189212	+	1529	NA	Intergenic	Intergenic	13890	Nvec_v1g243136	Nvec_v1g243136	Nvec_v1g243136						NA
Elav_pos_R3.mLb.clN_peak_9528	NC_064041.1	4416853	4417590	+	1528	NA	promoter-TSS (Nvec_vc1.1_LOC5507206)	-promoter-TSS (Nvec_vc1.1_LOC5507206)	41	Nvec_vc1.1_LOC5507206	Nvec_vc1.1_LOC5507206	Nvec_vc1.1_XM_032375743			LOC5507206			NA
Elav_pos_R3.mLb.clN_peak_14614	NC_064046.1	3575566	3576318	+	1528	NA	promoter-TSS (Nvec_vc1.1_LOC5506279)	-promoter-TSS (Nvec_vc1.1_LOC5506279)	12	Nvec_vc1.1_LOC5506279	Nvec_vc1.1_LOC5506279	Nvec_vc1.1_XM_032374662			LOC5506279			NA
Elav_pos_R3.mLb.clN_peak_3721	NC_064036.1	9450369	9451824	+	1528	NA	promoter-TSS (Nvec_vc1.1_LOC5513248)	-promoter-TSS (Nvec_vc1.1_LOC5513248)	-287	Nvec_vc1.1_LOC5513248	Nvec_vc1.1_LOC5513248	Nvec_vc1.1_XM_032382730			LOC5513248			NA
Elav_pos_R3.mLb.clN_peak_5722	NC_064037.1	16415376	16416238	+	1528	NA	promoter-TSS (Nvec_vc1.1_LOC5513936)	-promoter-TSS (Nvec_vc1.1_LOC5513936)	-19	Nvec_vc1.1_LOC5513948	Nvec_vc1.1_LOC5513948	Nvec_vc1.1_XM_001634134			LOC5513948			NA
Elav_pos_R3.mLb.clN_peak_5756	NC_064037.1	16840458	16841428	+	1527	NA	promoter-TSS (Nvec_vc1.1_LOC5508961)	-promoter-TSS (Nvec_vc1.1_LOC5508961)	-11	Nvec_vc1.1_LOC5508961	Nvec_vc1.1_LOC5508961	Nvec_vc1.1_XM_001629448			LOC5508961			NA
Elav_pos_R3.mLb.clN_peak_3622	NC_064036.1	7797150	7798205	+	1527	NA	TTS (Nvec_vc1.1_LOC5511283)	-TTS (Nvec_vc1.1_LOC5511283)	308	Nvec_vc1.1_LOC5511284	Nvec_vc1.1_LOC5511284	Nvec_vc1.1_XM_032380497			LOC5511284			NA
Elav_pos_R3.mLb.clN_peak_5839	NC_064037.1	18034508	18035386	+	1527	NA	exon (Nvec_vc1.1_LOC5503008, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5503008, exon 1 of 1)	705	Nvec_vc1.1_LOC5503008	Nvec_vc1.1_LOC5503008	Nvec_vc1.1_XM_001624066			LOC5503008			NA
Elav_pos_R3.mLb.clN_peak_8142	NC_064039.1	16323567	16324663	+	1526	NA	promoter-TSS (Nvec_v1g103835)	-promoter-TSS (Nvec_v1g103835)	-71	Nvec_v1g103835	Nvec_v1g103835	Nvec_v1g103835						NA
Elav_pos_R3.mLb.clN_peak_8788	NC_064040.1	9120025	9120906	+	1526	NA	promoter-TSS (Nvec_vc1.1_LOC5503399)	-promoter-TSS (Nvec_vc1.1_LOC5503399)	-121	Nvec_vc1.1_LOC5503399	Nvec_vc1.1_LOC5503399	Nvec_vc1.1_XM_001624431			LOC5503399			NA
Elav_pos_R3.mLb.clN_peak_10191	NC_064041.1	15770817	15771706	+	1526	NA	promoter-TSS (Nvec_vc1.1_LOC5505368)	-promoter-TSS (Nvec_vc1.1_LOC5505368)	-8	Nvec_vc1.1_LOC5505365	Nvec_vc1.1_LOC5505365	Nvec_vc1.1_XM_048731705			LOC5505365			NA
Elav_pos_R3.mLb.clN_peak_13246	NC_064044.1	13106413	13107893	+	1525	NA	promoter-TSS (Nvec_vc1.1_LOC5517553)	-promoter-TSS (Nvec_vc1.1_LOC5517553)	-298	Nvec_vc1.1_LOC5517552	Nvec_vc1.1_LOC5517552	Nvec_vc1.1_XM_032361932			LOC5517552			NA
Elav_pos_R3.mLb.clN_peak_15389	NC_064047.1	818868	820325	+	1524	NA	promoter-TSS (Nvec_vc1.1_LOC5512854)	-promoter-TSS (Nvec_vc1.1_LOC5512854)	-335	Nvec_vc1.1_LOC5512854	Nvec_vc1.1_LOC5512854	Nvec_vc1.1_XM_048721827			LOC5512854			NA
Elav_pos_R3.mLb.clN_peak_10966	NC_064042.1	10381638	10382574	+	1524	NA	promoter-TSS (Nvec_vc1.1_LOC5512688)	-promoter-TSS (Nvec_vc1.1_LOC5512688)	-53	Nvec_vc1.1_LOC5512688	Nvec_vc1.1_LOC5512688	Nvec_vc1.1_XM_048732293			LOC5512688			NA
Elav_pos_R3.mLb.clN_peak_5442	NC_064037.1	12521122	12521614	+	1523	NA	intron (Nvec_vc1.1_LOC5508877, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5508877, intron 1 of 4)	219	Nvec_vc1.1_LOC5508877	Nvec_vc1.1_LOC5508877	Nvec_vc1.1_XM_001629388			LOC5508877			NA
Elav_pos_R3.mLb.clN_peak_8236	NC_064040.1	1669625	1671051	+	1522	NA	promoter-TSS (Nvec_vc1.1_LOC5511974)	-promoter-TSS (Nvec_vc1.1_LOC5511974)	388	Nvec_vc1.1_LOC5511973	Nvec_vc1.1_LOC5511973	Nvec_vc1.1_XM_001632293			LOC5511973			NA
Elav_pos_R3.mLb.clN_peak_12247	NC_064043.1	12113458	12114863	+	1522	NA	exon (Nvec_vc1.1_LOC5511182, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5511182, exon 1 of 10)	200	Nvec_vc1.1_LOC5511182	Nvec_vc1.1_LOC5511182	Nvec_vc1.1_XM_048733654			LOC5511182			NA
Elav_pos_R3.mLb.clN_peak_4557	NC_064037.1	1064734	1065432	+	1521	NA	promoter-TSS (Nvec_vc1.1_LOC5503943)	-promoter-TSS (Nvec_vc1.1_LOC5503943)	-88	Nvec_vc1.1_LOC5503943	Nvec_vc1.1_LOC5503943	Nvec_vc1.1_XM_001624843			LOC5503943			NA
Elav_pos_R3.mLb.clN_peak_11007	NC_064042.1	10985272	10986233	+	1521	NA	promoter-TSS (Nvec_vc1.1_LOC5507798)	-promoter-TSS (Nvec_vc1.1_LOC5507798)	109	Nvec_vc1.1_LOC5512656	Nvec_vc1.1_LOC5512656	Nvec_vc1.1_XM_048731968			LOC5512656			NA
Elav_pos_R3.mLb.clN_peak_14306	NC_064045.1	15095470	15096365	+	1520	NA	intron (Nvec_vc1.1_LOC116614402, intron 1 of 17)	-intron (Nvec_vc1.1_LOC116614402, intron 1 of 17)	366	Nvec_vc1.1_LOC116614402	Nvec_vc1.1_LOC116614402	Nvec_vc1.1_XM_048720056			LOC116614402			NA
Elav_pos_R3.mLb.clN_peak_9350	NC_064041.1	248225	248949	+	1520	NA	Intergenic	Intergenic	-12934	Nvec_vc1.1_LOC125570179	Nvec_vc1.1_LOC125570179	Nvec_vc1.1_XM_048731410			LOC125570179			NA
Elav_pos_R3.mLb.clN_peak_8475	NC_064040.1	5230337	5231441	+	1518	NA	promoter-TSS (Nvec_vc1.1_LOC5504041)	-promoter-TSS (Nvec_vc1.1_LOC5504041)	5	Nvec_vc1.1_LOC5504042	Nvec_vc1.1_LOC5504042	Nvec_vc1.1_XM_032372320			LOC5504042			NA
Elav_pos_R3.mLb.clN_peak_2923	NC_064035.1	19822842	19823647	+	1517	NA	promoter-TSS (Nvec_vc1.1_LOC5508497)	-promoter-TSS (Nvec_vc1.1_LOC5508497)	-144	Nvec_vc1.1_LOC5508497	Nvec_vc1.1_LOC5508497	Nvec_vc1.1_XM_032377256			LOC5508497			NA
Elav_pos_R3.mLb.clN_peak_5331	NC_064037.1	11040211	11041966	+	1517	NA	promoter-TSS (Nvec_vc1.1_LOC116611312)	-promoter-TSS (Nvec_vc1.1_LOC116611312)	540	Nvec_vc1.1_LOC5516539	Nvec_vc1.1_LOC5516539	Nvec_vc1.1_XM_032386445			LOC5516539			NA
Elav_pos_R3.mLb.clN_peak_11653	NC_064043.1	4801095	4801999	+	1516	NA	promoter-TSS (Nvec_vc1.1_LOC5510236)	-promoter-TSS (Nvec_vc1.1_LOC5510236)	-148	Nvec_vc1.1_LOC5510236	Nvec_vc1.1_LOC5510236	Nvec_vc1.1_XM_001630679			LOC5510236			NA
Elav_pos_R3.mLb.clN_peak_13833	NC_064045.1	8126515	8127705	+	1516	NA	promoter-TSS (Nvec_vc1.1_LOC5509567)	-promoter-TSS (Nvec_vc1.1_LOC5509567)	-144	Nvec_vc1.1_LOC5509567	Nvec_vc1.1_LOC5509567	Nvec_vc1.1_XM_048720165			LOC5509567			NA
Elav_pos_R3.mLb.clN_peak_4294	NC_064036.1	16599194	16600386	+	1515	NA	promoter-TSS (Nvec_vc1.1_LOC5514248)	-promoter-TSS (Nvec_vc1.1_LOC5514248)	-237	Nvec_vc1.1_LOC5514248	Nvec_vc1.1_LOC5514248	Nvec_vc1.1_XM_032383763			LOC5514248			NA
Elav_pos_R3.mLb.clN_peak_4726	NC_064037.1	3324267	3325027	+	1515	NA	promoter-TSS (Nvec_vc1.1_LOC5507566)	-promoter-TSS (Nvec_vc1.1_LOC5507566)	94	Nvec_vc1.1_LOC5507566	Nvec_vc1.1_LOC5507566	Nvec_vc1.1_XM_032376250			LOC5507566			NA
Elav_pos_R3.mLb.clN_peak_11048	NC_064042.1	11651593	11652755	+	1514	NA	promoter-TSS (Nvec_vc1.1_LOC5502431)	-promoter-TSS (Nvec_vc1.1_LOC5502431)	-17	Nvec_vc1.1_LOC116609874	Nvec_vc1.1_LOC116609874	Nvec_vc1.1_XM_032370693			LOC116609874			NA
Elav_pos_R3.mLb.clN_peak_2470	NC_064035.1	13632111	13633350	+	1514	NA	promoter-TSS (Nvec_vc1.1_LOC5521677)	-promoter-TSS (Nvec_vc1.1_LOC5521677)	16	Nvec_vc1.1_LOC5521677	Nvec_vc1.1_LOC5521677	Nvec_vc1.1_XM_048723761			LOC5521677			NA
Elav_pos_R3.mLb.clN_peak_3816	NC_064036.1	10485570	10486672	+	1514	NA	promoter-TSS (Nvec_vc1.1_LOC5506197)	-promoter-TSS (Nvec_vc1.1_LOC5506197)	-8	Nvec_vc1.1_LOC116613998	Nvec_vc1.1_LOC116613998	Nvec_vc1.1_XM_048725797			LOC116613998			NA
Elav_pos_R3.mLb.clN_peak_14059	NC_064045.1	11534698	11535806	+	1511	NA	exon (Nvec_vc1.1_LOC5520667, exon 1 of 18)	-exon (Nvec_vc1.1_LOC5520667, exon 1 of 18)	154	Nvec_vc1.1_LOC5520667	Nvec_vc1.1_LOC5520667	Nvec_vc1.1_XM_001640343			LOC5520667			NA
Elav_pos_R3.mLb.clN_peak_7797	NC_064039.1	11271436	11272154	+	1510	NA	promoter-TSS (Nvec_vc1.1_LOC5512004)	-promoter-TSS (Nvec_vc1.1_LOC5512004)	-108	Nvec_vc1.1_LOC5512004	Nvec_vc1.1_LOC5512004	Nvec_vc1.1_XM_001632349			LOC5512004			NA
Elav_pos_R3.mLb.clN_peak_9001	NC_064040.1	12094392	12094933	+	1510	NA	exon (Nvec_NVE946, exon 1 of 1)	-exon (Nvec_NVE946, exon 1 of 1)	155	Nvec_NVE946	Nvec_NVE946	Nvec_NVE946						NA
Elav_pos_R3.mLb.clN_peak_9355	NC_064041.1	463146	464012	+	1509	NA	promoter-TSS (Nvec_vc1.1_LOC5514113)	-promoter-TSS (Nvec_vc1.1_LOC5514113)	-61	Nvec_vc1.1_LOC5514113	Nvec_vc1.1_LOC5514113	Nvec_vc1.1_XM_048731385			LOC5514113			NA
Elav_pos_R3.mLb.clN_peak_9000	NC_064040.1	12073964	12074757	+	1506	NA	exon (Nvec_vc1.1_LOC5510750, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5510750, exon 1 of 2)	171	Nvec_vc1.1_LOC5510750	Nvec_vc1.1_LOC5510750	Nvec_vc1.1_XM_032379988			LOC5510750			NA
Elav_pos_R3.mLb.clN_peak_13415	NC_064045.1	1651763	1652229	+	1505	NA	Intergenic	Intergenic	-3260	Nvec_vc1.1_LOC5502885	Nvec_vc1.1_LOC5502885	Nvec_vc1.1_XM_032371184			LOC5502885			NA
