gene	og	pfam
Nvec_v1g94003	Homeodomains.HG2.33:like:PAX1/PAX9	
Nvec_vc1.1_XM_001639164.3	Homeodomains.HG2.36:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/GSC/GSC2/ISX/MIXL1/NOBOX/OTP/OTX1/OTX2/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/UNCX/VSX1/VSX2	
Nvec_v1g39668	Homeodomains.HG2.36:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/GSC/GSC2/ISX/MIXL1/NOBOX/OTP/OTX1/OTX2/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/UNCX/VSX1/VSX2	
Nvec_v1g105595	Homeodomains.HG2.41:SHOX/SHOX2	SHOX2
Nvec_vc1.1_XM_001632929.3	Homeodomains.HG2.41:SHOX/SHOX2	SHOX2
Nvec_vc1.1_XM_001634956.3	Homeodomains.HG2.43:GSC/GSC2	GSC/GSC2
Nvec_v1g164762	Homeodomains.HG2.43:GSC/GSC2	GSC/GSC2
Nvec_vc1.1_XM_001647488.3	Homeodomains.HG2.46:CRX/OTX1/OTX2	CRX/OTX1/OTX2
Nvec_vc1.1_XM_032375635.2	Homeodomains.HG2.46:CRX/OTX1/OTX2	CRX/OTX1/OTX2
Nvec_vc1.1_XM_001647471.3	Homeodomains.HG2.46:CRX/OTX1/OTX2	CRX/OTX1/OTX2
Nvec_v1g213735	Homeodomains.HG2.46:CRX/OTX1/OTX2	CRX/OTX1/OTX2
Nvec_v1g121842	Homeodomains.HG2.46:CRX/OTX1/OTX2	CRX/OTX1/OTX2
Nvec_v1g121827	Homeodomains.HG2.46:CRX/OTX1/OTX2	CRX/OTX1/OTX2
Nvec_v1g243681	Homeodomains.HG2.49:like:PAX1/PAX9	
Nvec_vc1.1_XM_001631763.3	Homeodomains.HG2.49:like:PAX1/PAX9	
Nvec_vc1.1_XM_001634160.3	Homeodomains.HG2.57:RAX/RAX2	RAX/RAX2
Nvec_v1g184843	Homeodomains.HG2.57:RAX/RAX2	RAX/RAX2
Nvec_vc1.1_XM_001627544.3	Homeodomains.HG2.58:UNCX	UNCX
Nvec_v1g93991	Homeodomains.HG2.58:UNCX	
Nvec_vc1.1_XM_001636859.3	Homeodomains.HG2.58:UNCX	
Nvec_v1g59594	Homeodomains.HG2.58:UNCX	UNCX
Nvec_vc1.1_XM_001631173.3	Homeodomains.HG2.62:VSX1/VSX2	VSX1/VSX2
Nvec_v1g80187	Homeodomains.HG2.64:PITX1/PITX2/PITX3	PITX1/PITX2/PITX3
Nvec_vc1.1_XM_001641660.3	Homeodomains.HG2.64:PITX1/PITX2/PITX3	PITX1/PITX2/PITX3
Nvec_vc1.1_XM_032379723.2	Homeodomains.HG2.66:ALX1/ALX3/ALX4	ALX1/ALX3/ALX4
Nvec_v1g229833	Homeodomains.HG2.66:ALX1/ALX3/ALX4	ALX1/ALX3/ALX4
Nvec_vc1.1_XM_001630676.3	Homeodomains.HG2.68:like:ARX/OTP	
Nvec_v1g113057	Homeodomains.HG2.68:like:ARX/OTP	
Nvec_v1g99140	Homeodomains.HG2.68:like:ARX/OTP	
Nvec_vc1.1_XM_001635015.3	Homeodomains.HG2.68:like:ARX/OTP	
Nvec_v1g205768	Homeodomains.HG2.69:OTP	OTP
Nvec_vc1.1_XM_032383560.2	Homeodomains.HG2.69:OTP	OTP
Nvec_v1g110792	Homeodomains.HG2.70:ARX	
Nvec_vc1.1_XM_001634116.3	Homeodomains.HG2.70:ARX	
Nvec_v1g165614	Homeodomains.HG2.70:ARX	
Nvec_v1g135948	Homeodomains.HG2.70:ARX	
Nvec_v1g220612	Homeodomains.HG2.70:ARX	
Nvec_vc1.1_XM_032371032.2	Homeodomains.HG2.70:ARX	
Nvec_vc1.1_XM_001631375.3	Homeodomains.HG2.70:ARX	
Nvec_v1g113172	Homeodomains.HG2.72:like:DMBX1	
Nvec_vc1.1_XM_032379348.2	Homeodomains.HG2.72:like:DMBX1	
Nvec_v1g79707	Homeodomains.HG2.73:like:DMBX1	
Nvec_vc1.1_XM_048733519.1	Homeodomains.HG2.73:like:DMBX1	
Nvec_v1g18446	Homeodomains.HG2.75:DMBX1	DMBX1
Nvec_vc1.1_XM_032379398.2	Homeodomains.HG2.75:DMBX1	DMBX1
Nvec_v1g48861	Homeodomains.HG2.76:like:DMBX1	
Nvec_vc1.1_XM_032379400.2	Homeodomains.HG2.76:like:DMBX1	
Nvec_vc1.1_XM_032379394.2	Homeodomains.HG2.77:like:DMBX1	
Nvec_v1g113102	Homeodomains.HG2.77:like:DMBX1	
Nvec_v1g153628	Homeodomains.HG2.98:like:DMBX1	
Nvec_v1g243542	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	CERS5/CERS6
Nvec_vc1.1_XM_032381059.2	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	CERS5/CERS6
Nvec_vc1.1_XM_032385577.2	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	CERS5/CERS6
Nvec_v1g96861	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	CERS5/CERS6
Nvec_vc1.1_XM_032371469.2	Homeodomains.HG3.4:SATB1/SATB2/ZHX1/ZHX2/ZHX3	SATB1/SATB2/ZHX1
Nvec_vc1.1_XM_001633541.3	Homeodomains.HG3.5:like:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX/ONECUT1/ONECUT2/ONECUT3	
Nvec_v1g206468	Homeodomains.HG3.5:like:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX/ONECUT1/ONECUT2/ONECUT3	
Nvec_vc1.1_XM_001635374.3	Homeodomains.HG3.7:PBX1/PBX2/PBX3/PBX4	PBX1/PBX2/PBX3/PBX4
Nvec_v1g229018	Homeodomains.HG3.7:PBX1/PBX2/PBX3/PBX4	PBX1/PBX2/PBX3/PBX4
Nvec_v1g93682	Homeodomains.HG3.13:ONECUT1/ONECUT2/ONECUT3	ONECUT1/ONECUT2/ONECUT3
Nvec_vc1.1_XM_032386992.2	Homeodomains.HG3.13:ONECUT1/ONECUT2/ONECUT3	ONECUT1/ONECUT2/ONECUT3
Nvec_vc1.1_XM_032380190.2	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	PKNOX1/PKNOX2
Nvec_v1g22855	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	PKNOX1/PKNOX2
Nvec_v1g119733	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	MEIS1/MEIS2/MEIS3
Nvec_vc1.1_XM_032376608.2	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	MEIS1/MEIS2/MEIS3
Nvec_vc1.1_XM_001633995.3	Homeodomains.HG3.22:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX	IRX4/IRX6
Nvec_v1g29874	Homeodomains.HG3.22:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX	IRX4/IRX6
Nvec_vc1.1_XM_001625457.2	Homeodomains.HG3.24:SIX4/SIX5	SIX4/SIX5
Nvec_vc1.1_XM_001623084.3	Homeodomains.HG3.24:SIX4/SIX5	SIX4/SIX5
Nvec_v1g138693	Homeodomains.HG3.24:SIX4/SIX5	SIX4/SIX5
Nvec_v1g56637	Homeodomains.HG3.24:SIX4/SIX5	SIX4/SIX5
Nvec_v1g157078	Homeodomains.HG3.24:SIX4/SIX5	SIX4/SIX5
Nvec_vc1.1_XM_001625109.3	Homeodomains.HG3.30:SIX3/SIX6	
Nvec_v1g130873	Homeodomains.HG3.30:SIX3/SIX6	
Nvec_v1g126214	Homeodomains.HG3.31:SIX1/SIX2	SIX1/SIX2
Nvec_v1g99489	Homeodomains.HG3.31:SIX1/SIX2	SIX1/SIX2
Nvec_vc1.1_XM_001634946.3	Homeodomains.HG3.31:SIX1/SIX2	SIX1/SIX2
Nvec_vc1.1_XM_001626384.3	Homeodomains.HG3.31:SIX1/SIX2	SIX1/SIX2
Nvec_vc1.1_XM_032382395.2	Homeodomains.HG3.34:TGIF1	TGIF1
Nvec_v1g105055	Homeodomains.HG3.34:TGIF1	TGIF1
Nvec_vc1.1_XM_032379457.2	Homeodomains.HG4.2:POU1F1	POU1F1
Nvec_v1g112929	Homeodomains.HG4.2:POU1F1	POU1F1
Nvec_v1g7208	Homeodomains.HG4.4:POU6F1/POU6F2	POU6F1/POU6F2
Nvec_vc1.1_XM_001636163.3	Homeodomains.HG4.4:POU6F1/POU6F2	POU6F1/POU6F2
Nvec_vc1.1_XM_032363992.2	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	POU4F1/POU4F2/POU4F3
Nvec_v1g160868	Homeodomains.HG4.6:POU4F1/POU4F2/POU4F3	POU4F1/POU4F2/POU4F3
Nvec_vc1.1_XM_032385556.2	Homeodomains.HG4.9:like:POU3F1/POU3F2/POU3F3/POU3F4	
Nvec_v1g62471	Homeodomains.HG4.9:like:POU3F1/POU3F2/POU3F3/POU3F4	
Nvec_v1g3734	Homeodomains.HG4.9:like:POU3F1/POU3F2/POU3F3/POU3F4	
Nvec_v1g129257	Homeodomains.HG4.10:POU3F1/POU3F2/POU3F3/POU3F4	POU3F1/POU3F2/POU3F3/POU3F4
Nvec_vc1.1_XM_032373099.2	Homeodomains.HG4.10:POU3F1/POU3F2/POU3F3/POU3F4	POU3F1/POU3F2/POU3F3/POU3F4
Nvec_vc1.1_XM_001625118.3	HSF.HG1.0:like:HSF1/HSF2/HSF4/HSF5/HSFX1/HSFX2/HSFX3/HSFX4/HSFY1/HSFY2	
Nvec_v1g207172	HSF.HG1.4:like:HSF1/HSF2/HSF4	
Nvec_vc1.1_XM_001633014.3	HSF.HG1.4:like:HSF1/HSF2/HSF4	
Nvec_vc1.1_XM_032364329.2	HSF.HG1.5:HSF1/HSF2/HSF4	HSF1/HSF2/HSF4
Nvec_vc1.1_XM_001622271.3	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_vc1.1_XM_001637508.3	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_vc1.1_XM_032364373.2	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_vc1.1_XM_048720727.1	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_v1g124291	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_v1g86955	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_v1g92283	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_vc1.1_XM_032361976.2	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_v1g141683	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	
Nvec_v1g206550	LAG1_CSL.HG1.0:RBPJ/RBPJL	RBPJ/RBPJL
Nvec_vc1.1_XM_001633484.3	LAG1_CSL.HG1.0:RBPJ/RBPJL	RBPJ/RBPJL
Nvec_vc1.1_XM_001635041.3	MADS-box_SRF.HG1.0:SRF	SRF
Nvec_v1g164599	MADS-box_SRF.HG1.0:SRF	SRF
Nvec_vc1.1_XM_032362959.2	MADS-box_SRF.HG1.1:like:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	
Nvec_v1g122107	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D
Nvec_vc1.1_XM_032377792.2	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D
Nvec_v1g170111	MADS-box_SRF.HG1.2:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D
Nvec_vc1.1_XM_048728542.1	MBD.HG1.0:SETDB1/SETDB2	SETDB1/SETDB2
Nvec_vc1.1_XM_048724172.1	MBD.HG1.1:BAZ2A/BAZ2B	BAZ2A/BAZ2B
Nvec_v1g94111	MBD.HG1.1:BAZ2A/BAZ2B	BAZ2A/BAZ2B
Nvec_v1g90531	MBD.HG1.2:MBD4/MECP2	MBD4/MECP2
Nvec_vc1.1_XM_001638061.3	MBD.HG1.2:MBD4/MECP2	MBD4/MECP2
Nvec_vc1.1_XM_048732404.1	MBD.HG1.2:MBD4/MECP2	MBD4/MECP2
Nvec_v1g39779	MBD.HG1.2:MBD4/MECP2	MBD4/MECP2
Nvec_vc1.1_XM_048732406.1	MBD.HG1.2:MBD4/MECP2	MBD4/MECP2
Nvec_vc1.1_XM_032374310.2	MBD.HG1.4:MBD2/MBD3	MBD2/MBD3
Nvec_v1g125309	MBD.HG1.4:MBD2/MBD3	MBD2/MBD3
Nvec_vc1.1_XM_001641783.3	mTERF.HG1.0:MTERF4	MTERF4
Nvec_v1g215533	mTERF.HG1.1:MTERF1/MTERF2	MTERF1/MTERF2
Nvec_vc1.1_XM_001626351.3	mTERF.HG1.1:MTERF1/MTERF2	MTERF1/MTERF2
Nvec_vc1.1_XM_001630333.3	Myb.HG1.0:CDC5L	CDC5L
Nvec_v1g169217	Myb.HG1.0:CDC5L	CDC5L
Nvec_v1g22981	Myb.HG1.2:DMTF1/TTF1	DMTF1
Nvec_vc1.1_XM_032385746.2	Myb.HG1.2:DMTF1/TTF1	DMTF1
Nvec_v1g162294	Myb.HG1.2:DMTF1/TTF1	TTF1
Nvec_vc1.1_XM_001637529.3	Myb.HG1.2:DMTF1/TTF1	TTF1
Nvec_v1g243208	Myb.HG1.2:DMTF1/TTF1	TTF1
Nvec_v1g38726	Myb.HG1.3:MYB/MYBL1/MYBL2	MYB/MYBL1/MYBL2
Nvec_vc1.1_XM_048725593.1	Myb.HG1.3:MYB/MYBL1/MYBL2	MYB/MYBL1/MYBL2
Nvec_vc1.1_XM_048722810.1	Myb.HG1.5:like:DNAJC1/DNAJC2	
Nvec_v1g243027	Myb.HG1.7:like:TERB1/TERF2	
Nvec_vc1.1_XM_032382185.2	Myb.HG1.7:like:TERB1/TERF2	
Nvec_vc1.1_XM_032362945.2	Myb.HG1.8:DNAJC1/DNAJC2	DNAJC1/DNAJC2
Nvec_v1g240013	Myb.HG1.8:DNAJC1/DNAJC2	DNAJC1/DNAJC2
Nvec_v1g3950	Myb.HG1.8:DNAJC1/DNAJC2	DNAJC1/DNAJC2
Nvec_vc1.1_XM_048727123.1	Myb.HG1.9:NCOR1/NCOR2	NCOR1/NCOR2
Nvec_vc1.1_XM_032367750.2	Myb.HG1.10:RCOR1/RCOR2/RCOR3	
Nvec_v1g237737	Myb.HG1.10:RCOR1/RCOR2/RCOR3	
Nvec_v1g129837	Myb.HG1.10:RCOR1/RCOR2/RCOR3	RCOR1/RCOR2/RCOR3
Nvec_vc1.1_XM_032372883.2	Myb.HG1.10:RCOR1/RCOR2/RCOR3	RCOR1/RCOR2/RCOR3
Nvec_vc1.1_XM_048730169.1	Myb.HG1.11:MIS18BP1	MIS18BP1
Nvec_v1g238672	Myb.HG1.11:MIS18BP1	MIS18BP1
Nvec_v1g31202	Myb.HG1.13:MYSM1	MYSM1
Nvec_vc1.1_XM_032387255.2	Myb.HG1.13:MYSM1	MYSM1
Nvec_vc1.1_XM_048723584.1	Myb.HG1.14:SMARCC1/SMARCC2	SMARCC1/SMARCC2
Nvec_v1g30373	Myb.HG1.14:SMARCC1/SMARCC2	SMARCC1/SMARCC2
Nvec_v1g127920	Myb.HG1.17:AC118549.1	AC118549.1
Nvec_vc1.1_XM_048731081.1	Myb.HG1.21:like:MIER1/MIER2/MIER3/MTA1/MTA3	
Nvec_vc1.1_XM_048726224.1	Myb.HG1.22:TADA2A	TADA2A
Nvec_v1g13916	Myb.HG1.22:TADA2A	TADA2A
Nvec_v1g143620	Myb.HG1.22:TADA2A	TADA2A
Nvec_vc1.1_XM_001637502.3	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g47891	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g201290	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_NVE13999	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_NVE22890	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_vc1.1_XM_032366797.2	Myb.HG1.23:TERB1/TERF2	TERF2
Nvec_vc1.1_XM_001630974.3	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g224109	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_vc1.1_XM_032364281.2	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g238213	Myb.HG1.23:TERB1/TERF2	TERF2
Nvec_vc1.1_XM_048727677.1	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g243725	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_vc1.1_XM_048733743.1	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g201760	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g221370	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g219175	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_vc1.1_XM_032361813.2	Myb.HG1.23:TERB1/TERF2	TERB1
Nvec_v1g171779	Myb.HG1.25:TADA2B	TADA2B
Nvec_v1g222546	Myb.HG1.25:TADA2B	TADA2B
Nvec_vc1.1_XM_032375473.2	Myb.HG1.25:TADA2B	TADA2B
Nvec_v1g245569	Myb.HG2.2:NA	
Nvec_vc1.1_XM_001628318.3	Myb.HG2.2:NA	
Nvec_v1g247253	Myb.HG2.2:NA	
Nvec_vc1.1_XM_032372575.2	Myb.HG2.2:NA	
Nvec_NVE4932	Myb.HG2.2:NA	
Nvec_vc1.1_XM_048727600.1	Myb.HG2.3:NA	
Nvec_vc1.1_XM_001625437.3	Myb.HG2.3:NA	
Nvec_v1g247105	Myb.HG2.3:NA	
Nvec_vc1.1_XM_048726087.1	Myb.HG2.5:NA	
Nvec_NVE21772	Myb.HG2.15:NA	
Nvec_vc1.1_XM_048733498.1	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_v1g244636	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_vc1.1_XM_032376092.2	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_vc1.1_XM_048721609.1	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_vc1.1_XM_032378442.2	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_NVE2819	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_NVE6563	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_vc1.1_XM_048732095.1	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	
Nvec_vc1.1_XM_032375153.2	Myb.HG3.1:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	HSPA14/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32
Nvec_vc1.1_XM_048722688.1	Myb.HG3.1:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	HSPA14/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32
Nvec_NVE20289	Myb.HG4.1:MSANTD4/MYPOP/NAIF1/TSNARE1	MSANTD4/MYPOP/NAIF1/TSNARE1
Nvec_NVE6511	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	
Nvec_vc1.1_XM_048725947.1	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	
Nvec_vc1.1_XM_048730780.1	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	
Nvec_vc1.1_XM_048733733.1	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	
Nvec_vc1.1_XM_048730926.1	Myb.HG4.3:like:FSBP/MSANTD3/MSANTD4/MYPOP/NAIF1/TSNARE1	
Nvec_v1g162604	Myb.HG5.0:DMAP1	DMAP1
Nvec_vc1.1_XM_001637155.3	Myb.HG5.0:DMAP1	DMAP1
Nvec_vc1.1_XM_048724605.1	Myb.HG6.0:BDP1	BDP1
Nvec_NVE12610	Myb.HG6.0:BDP1	BDP1
Nvec_vc1.1_XM_001636464.3	Myb.HG7.0:TERF2IP	TERF2IP
Nvec_v1g241050	Myb.HG7.0:TERF2IP	TERF2IP
Nvec_vc1.1_XM_032384789.2	Ndt80_PhoG.HG1.0:MYRF/MYRFL	MYRF/MYRFL
Nvec_v1g22270	Ndt80_PhoG.HG1.0:MYRF/MYRFL	MYRF/MYRFL
Nvec_vc1.1_XM_048733199.1	NFX1_ZF.HG1.0:NFXL1	NFXL1
Nvec_v1g103200	NFX1_ZF.HG1.0:NFXL1	NFXL1
Nvec_v1g240231	NFX1_ZF.HG1.1:NFX1	NFX1
Nvec_vc1.1_XM_048723524.1	NFX1_ZF.HG1.1:NFX1	NFX1
Nvec_NVE9292	NFYA.HG1.1:like:NFYA	
Nvec_vc1.1_XM_001640726.3	NFYA.HG1.2:like:NFYA	
Nvec_v1g248844	NFYA.HG1.2:like:NFYA	
Nvec_v1g82757	NFYA.HG1.2:like:NFYA	
Nvec_vc1.1_XM_001633239.3	NFYB_NFYC.HG1.0:DRAP1	DRAP1
Nvec_vc1.1_XM_048726314.1	NFYB_NFYC.HG1.1:NFYC	NFYC
Nvec_vc1.1_XM_001622708.3	NFYB_NFYC.HG1.2:TAF12	TAF12
Nvec_v1g139976	NFYB_NFYC.HG1.2:TAF12	TAF12
Nvec_vc1.1_XM_032385499.2	NFYB_NFYC.HG1.4:DR1	DR1
Nvec_v1g241356	NFYB_NFYC.HG1.4:DR1	DR1
Nvec_vc1.1_XM_032363951.2	NFYB_NFYC.HG1.5:NFYB	NFYB
Nvec_v1g88215	NFYB_NFYC.HG1.5:NFYB	NFYB
Nvec_v1g170236	NFYB_NFYC.HG1.6:POLE3	POLE3
Nvec_vc1.1_XM_001629320.3	NFYB_NFYC.HG1.6:POLE3	POLE3
Nvec_vc1.1_XM_001635370.3	NFYB_NFYC.HG1.7:like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1	
Nvec_v1g204099	NFYB_NFYC.HG1.7:like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1	
Nvec_vc1.1_XM_001634554.3	NFYB_NFYC.HG1.8:CHRAC1/POLE4	
Nvec_v1g205207	NFYB_NFYC.HG1.8:CHRAC1/POLE4	
Nvec_v1g239929	NFYB_NFYC.HG1.8:CHRAC1/POLE4	CHRAC1
Nvec_vc1.1_XM_032363059.2	NFYB_NFYC.HG1.8:CHRAC1/POLE4	CHRAC1
Nvec_v1g227761	NFYB_NFYC.HG1.10:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BS1/H2BU1	CU639417.1/H2BC1/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BS1/H2BU1
Nvec_vc1.1_XM_048719567.1	NFYB_NFYC.HG1.10:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BS1/H2BU1	CU639417.1/H2BC1/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BS1/H2BU1
Nvec_v1g157309	NFYB_NFYC.HG1.10:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BS1/H2BU1	CU639417.1/H2BC1/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BS1/H2BU1
Nvec_vc1.1_XM_048720130.1	NFYB_NFYC.HG1.10:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BS1/H2BU1	CU639417.1/H2BC1/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BS1/H2BU1
Nvec_vc1.1_XM_048719562.1	NFYB_NFYC.HG1.10:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BS1/H2BU1	CU639417.1/H2BC1/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BS1/H2BU1
