ID_JGI_Vienna	ID_Vienna	ID_JGI	ID_DToL
Nvec_v1g211568	NVE3947	v1g211568	Nvec_vc1.1_XM_032377806.2
Nvec_NVE3949	NVE3949		Nvec_vc1.1_XM_048726353.1
Nvec_v1g211570	NVE3950	v1g211570	Nvec_vc1.1_XM_048727854.1
Nvec_v1g211571	NVE3951	v1g211571	Nvec_vc1.1_XM_048727854.1
Nvec_NVE3952	NVE3952		Nvec_vc1.1_XM_032377787.2
Nvec_NVE3953	NVE3953		Nvec_vc1.1_XM_048727638.1
Nvec_v1g244961	NVE3954	v1g244961	Nvec_vc1.1_XM_048727635.1
Nvec_NVE3955	NVE3955		Nvec_vc1.1_XM_001629537.3
Nvec_NVE3956	NVE3956		Nvec_vc1.1_XM_048727638.1
Nvec_v1g211579	NVE3957	v1g211579	Nvec_vc1.1_XM_001629468.3
Nvec_v1g244962	NVE3958	v1g244962	Nvec_vc1.1_XM_048727635.1
Nvec_v1g211581	NVE3959	v1g211581	Nvec_vc1.1_XM_048727640.1
Nvec_v1g116700	NVE3960	v1g116700	Nvec_vc1.1_XM_032377792.2
Nvec_v1g170111	NVE3960	v1g170111	Nvec_vc1.1_XM_032377792.2
Nvec_NVE3961	NVE3961		Nvec_vc1.1_XM_048727979.1
Nvec_v1g244965	NVE3962	v1g244965	Nvec_vc1.1_XM_048728113.1
Nvec_NVE3963	NVE3963		Nvec_vc1.1_XM_032377802.2
Nvec_NVE3964	NVE3964		Nvec_vc1.1_XM_032377825.2
Nvec_v1g116684	NVE3965	v1g116684	Nvec_vc1.1_XM_032377824.2
Nvec_v1g116678	NVE3966	v1g116678	Nvec_vc1.1_XM_048728244.1
Nvec_v1g116689	NVE3967	v1g116689	Nvec_vc1.1_XM_001629459.3
Nvec_v1g116696	NVE3968	v1g116696	Nvec_vc1.1_XM_001629476.3
Nvec_NVE3969	NVE3969		Nvec_vc1.1_XM_032377826.2
Nvec_NVE3970	NVE3970		Nvec_NVE3970
Nvec_v1g244968	NVE3971	v1g244968	Nvec_vc1.1_XM_001629477.3
Nvec_NVE3972	NVE3972		Nvec_NVE3972
Nvec_v1g244969	NVE3973	v1g244969	Nvec_vc1.1_XM_032377818.2
Nvec_v1g116658	NVE3974	v1g116658	Nvec_vc1.1_XM_032377803.2
Nvec_NVE3975	NVE3975		Nvec_NVE3975
Nvec_v1g116698	NVE3976	v1g116698	Nvec_vc1.1_XM_001629480.3
Nvec_NVE5240	NVE5240		Nvec_vc1.1_XM_048726534.1
Nvec_v1g40302	NVE5241	v1g40302	Nvec_vc1.1_XM_048726800.1
Nvec_v1g40302	NVE5242	v1g40302	Nvec_vc1.1_XM_048726800.1
Nvec_NVE19905	NVE19905		Nvec_vc1.1_XM_048734456.1
Nvec_v1g326	NVE9306	v1g326	Nvec_vc1.1_XM_032380524.2
Nvec_NVE9305	NVE9305		Nvec_vc1.1_XM_048722116.1
Nvec_v1g147871	NVE9303	v1g147871	Nvec_vc1.1_XM_032381574.2
Nvec_v1g2393	NVE9304	v1g2393	Nvec_vc1.1_XM_048727477.1
Nvec_NVE9301	NVE9301		Nvec_vc1.1_XM_048719940.1
Nvec_NVE3602	NVE3602		Nvec_vc1.1_XM_048733195.1
Nvec_v1g227820	NVE4058	v1g227820	Nvec_vc1.1_XM_001622833.3
Nvec_NVE22816	NVE22816		Nvec_vc1.1_XM_048724144.1
Nvec_v1g152707	NVE19648	v1g152707	Nvec_vc1.1_XM_048733324.1
Nvec_v1g223019	NVE9307	v1g223019	Nvec_vc1.1_XM_048725417.1
Nvec_v1g147883	NVE9308	v1g147883	Nvec_vc1.1_XM_048725422.1
Nvec_NVE9309	NVE9309		Nvec_vc1.1_XM_048729157.1
Nvec_v1g9098	NVE9310	v1g9098	Nvec_v1g9098
Nvec_NVE753	NVE753		Nvec_vc1.1_XM_048732891.1
Nvec_NVE754	NVE754		Nvec_vc1.1_XM_001629948.3
Nvec_v1g148420	NVE10307	v1g148420	Nvec_vc1.1_XM_001625824.3
Nvec_v1g148411	NVE10306	v1g148411	Nvec_vc1.1_XM_048731040.1
Nvec_v1g156545	NVE1631	v1g156545	Nvec_vc1.1_XM_032381564.2
Nvec_v1g223194	NVE10304	v1g223194	Nvec_vc1.1_XM_048722610.1
Nvec_NVE10305	NVE10305		Nvec_vc1.1_XM_048732924.1
Nvec_v1g223193	NVE10303	v1g223193	Nvec_vc1.1_XM_032387194.2
Nvec_NVE20232	NVE20232		Nvec_vc1.1_XM_048729828.1
Nvec_NVE10301	NVE10301		Nvec_vc1.1_XM_001634860.3
Nvec_NVE1512	NVE1512		Nvec_vc1.1_XM_048720495.1
Nvec_NVE14704	NVE14704		Nvec_vc1.1_XM_032362979.2
Nvec_NVE15301	NVE15301		Nvec_NVE15301
Nvec_v1g223673	NVE13754	v1g223673	Nvec_vc1.1_XM_032383564.2
Nvec_NVE13752	NVE13752		Nvec_vc1.1_XM_032367198.2
Nvec_v1g19343	NVE13753	v1g19343	Nvec_vc1.1_XM_001641685.3
Nvec_NVE21698	NVE21698		Nvec_vc1.1_XM_048723344.1
Nvec_NVE15298	NVE15298		Nvec_vc1.1_XM_032373871.2
Nvec_NVE21696	NVE21696		Nvec_NVE21696
Nvec_v1g150672	NVE15299	v1g150672	Nvec_vc1.1_XM_048732683.1
Nvec_NVE15302	NVE15302		Nvec_vc1.1_XM_048720532.1
Nvec_NVE13756	NVE13756		Nvec_vc1.1_XM_001629759.3
Nvec_NVE13757	NVE13757		Nvec_vc1.1_XM_001629741.3
Nvec_v1g223674	NVE13755	v1g223674	Nvec_vc1.1_XM_032366858.2
Nvec_NVE11887	NVE11887		Nvec_vc1.1_XM_048721520.1
Nvec_NVE11888	NVE11888		Nvec_NVE11888
Nvec_NVE485	NVE485		Nvec_vc1.1_XM_048730775.1
Nvec_NVE11891	NVE11891		Nvec_vc1.1_XM_001635438.3
Nvec_NVE3985	NVE3985		Nvec_vc1.1_XM_048733373.1
Nvec_NVE11890	NVE11890		Nvec_vc1.1_XM_048726532.1
Nvec_NVE3984	NVE3984		Nvec_vc1.1_XM_032379016.2
Nvec_NVE1755	NVE1755		Nvec_vc1.1_XM_048732380.1
Nvec_NVE6093	NVE6093		Nvec_vc1.1_XM_048723804.1
Nvec_NVE24584	NVE24584		Nvec_vc1.1_XM_048734491.1
Nvec_v1g155282	NVE24583	v1g155282	Nvec_vc1.1_XM_048720347.1
Nvec_NVE21714	NVE21714		Nvec_NVE21714
Nvec_v1g5716	NVE21715	v1g5716	Nvec_vc1.1_XM_048729382.1
Nvec_NVE23655	NVE23655		Nvec_vc1.1_XM_048729222.1
Nvec_v1g223536	NVE12715	v1g223536	Nvec_vc1.1_XM_048721949.1
Nvec_NVE23123	NVE23123		Nvec_vc1.1_XM_048724554.1
Nvec_NVE12713	NVE12713		Nvec_vc1.1_XM_032384064.2
Nvec_NVE23122	NVE23122		Nvec_vc1.1_XM_048728326.1
Nvec_NVE21186	NVE21186		Nvec_vc1.1_XM_032385672.2
Nvec_v1g225126	NVE23121	v1g225126	Nvec_vc1.1_XM_048729490.1
Nvec_NVE12716	NVE12716		Nvec_NVE12716
Nvec_NVE12717	NVE12717		Nvec_vc1.1_XM_048723344.1
Nvec_NVE12718	NVE12718		Nvec_vc1.1_XM_048723344.1
Nvec_NVE4148	NVE4148		Nvec_vc1.1_XM_048732332.1
Nvec_v1g225460	NVE24931	v1g225460	Nvec_vc1.1_XM_032373019.2
Nvec_NVE1762	NVE1762		Nvec_vc1.1_XM_032384660.2
Nvec_NVE22638	NVE22638		Nvec_vc1.1_XM_048725423.1
Nvec_v1g2466	NVE13290	v1g2466	Nvec_vc1.1_XM_001635035.3
Nvec_v1g3666	NVE13289	v1g3666	Nvec_vc1.1_XM_048721140.1
Nvec_v1g149526	NVE13286	v1g149526	Nvec_vc1.1_XM_048725417.1
Nvec_NVE13287	NVE13287		Nvec_vc1.1_XM_048725425.1
Nvec_NVE13288	NVE13288		Nvec_NVE13288
Nvec_v1g149524	NVE13285	v1g149524	Nvec_vc1.1_XM_048730416.1
Nvec_NVE13293	NVE13293		Nvec_vc1.1_XM_032382168.2
Nvec_v1g223588	NVE13294	v1g223588	Nvec_vc1.1_XM_001633016.3
Nvec_NVE8449	NVE8449		Nvec_vc1.1_XM_032385646.2
Nvec_NVE8450	NVE8450		Nvec_vc1.1_XM_032385646.2
Nvec_v1g147470	NVE8451	v1g147470	Nvec_vc1.1_XM_032385646.2
Nvec_v1g5679	NVE8452	v1g5679	Nvec_vc1.1_XM_048723762.1
Nvec_NVE8446	NVE8446		Nvec_vc1.1_XM_048719788.1
Nvec_v1g248772	NVE8447	v1g248772	Nvec_vc1.1_XM_048722989.1
Nvec_v1g248772	NVE8448	v1g248772	Nvec_vc1.1_XM_048722989.1
Nvec_NVE15046	NVE15046		Nvec_vc1.1_XM_032382063.2
Nvec_v1g147454	NVE8445	v1g147454	Nvec_vc1.1_XM_048733692.1
Nvec_v1g149546	NVE13295	v1g149546	Nvec_vc1.1_XM_032366631.2
Nvec_NVE13296	NVE13296		Nvec_vc1.1_XM_032366631.2
Nvec_v1g45205	NVE8444	v1g45205	Nvec_v1g45205
Nvec_NVE23496	NVE23496		Nvec_vc1.1_XM_048728346.1
Nvec_v1g224689	NVE20223	v1g224689	Nvec_vc1.1_XM_048727391.1
Nvec_v1g225203	NVE23497	v1g225203	Nvec_vc1.1_XM_032363934.2
Nvec_v1g152926	NVE20224	v1g152926	Nvec_vc1.1_XM_048726434.1
Nvec_NVE22086	NVE22086		Nvec_vc1.1_XM_048728750.1
Nvec_NVE7013	NVE7013		Nvec_vc1.1_XM_048730353.1
Nvec_NVE9875	NVE9875		Nvec_vc1.1_XM_048725148.1
Nvec_v1g248787	NVE9876	v1g248787	Nvec_vc1.1_XM_048733270.1
Nvec_NVE6483	NVE6483		Nvec_vc1.1_XM_032371787.2
Nvec_NVE4553	NVE4553		Nvec_vc1.1_XM_048719740.1
Nvec_NVE26230	NVE26230		Nvec_vc1.1_XM_001636271.3
Nvec_NVE23617	NVE23617		Nvec_vc1.1_XM_048724937.1
Nvec_NVE25922	NVE25922		Nvec_NVE25922
Nvec_v1g248658	NVE25923	v1g248658	Nvec_vc1.1_XM_048727199.1
Nvec_NVE24353	NVE24353		Nvec_NVE24353
Nvec_v1g225329	NVE24354	v1g225329	Nvec_vc1.1_XM_048724583.1
Nvec_v1g225217	NVE23614	v1g225217	Nvec_vc1.1_XM_048719362.1
Nvec_NVE23615	NVE23615		Nvec_vc1.1_XM_048728761.1
Nvec_NVE21949	NVE21949		Nvec_NVE21949
Nvec_v1g150407	NVE14705	v1g150407	Nvec_vc1.1_XM_032382351.2
Nvec_v1g150398	NVE14706	v1g150398	Nvec_vc1.1_XM_032376959.2
Nvec_v1g231525	NVE14707	v1g231525	Nvec_vc1.1_XM_032376963.2
Nvec_v1g231526	NVE14708	v1g231526	Nvec_vc1.1_XM_032382334.2
Nvec_v1g9280	NVE14709	v1g9280	Nvec_vc1.1_XM_032382326.2
Nvec_v1g225661	NVE593	v1g225661	Nvec_vc1.1_XM_032383782.2
Nvec_NVE14710	NVE14710		Nvec_NVE14710
Nvec_v1g19108	NVE14702	v1g19108	Nvec_vc1.1_XM_032365290.2
Nvec_NVE14703	NVE14703		Nvec_vc1.1_XM_032365290.2
Nvec_v1g231688	NVE6723	v1g231688	Nvec_vc1.1_XM_001631998.3
Nvec_v1g224664	NVE20008	v1g224664	Nvec_vc1.1_XM_048733274.1
Nvec_v1g225345	NVE24435	v1g225345	Nvec_vc1.1_XM_048732159.1
Nvec_v1g225346	NVE24436	v1g225346	Nvec_v1g225346
Nvec_NVE23373	NVE23373		Nvec_vc1.1_XM_048726145.1
Nvec_NVE23374	NVE23374		Nvec_NVE23374
Nvec_NVE20007	NVE20007		Nvec_vc1.1_XM_048726615.1
Nvec_NVE20007	NVE20007		Nvec_vc1.1_XM_048726622.1
Nvec_NVE20005	NVE20005		Nvec_vc1.1_XM_032384591.2
Nvec_NVE20005	NVE20005		Nvec_vc1.1_XM_032369690.2
Nvec_v1g226089	NVE7098	v1g226089	Nvec_vc1.1_XM_048722321.1
Nvec_v1g8518	NVE20006	v1g8518	Nvec_vc1.1_XM_032363327.2
Nvec_v1g224998	NVE22655	v1g224998	Nvec_vc1.1_XM_048720719.1
Nvec_v1g225340	NVE24363	v1g225340	Nvec_vc1.1_XM_001639489.3
Nvec_NVE25740	NVE25740		Nvec_vc1.1_XM_001636016.3
Nvec_v1g225339	NVE24362	v1g225339	Nvec_vc1.1_XM_048722975.1
Nvec_NVE24361	NVE24361		Nvec_vc1.1_XM_048727489.1
Nvec_v1g155165	NVE24358	v1g155165	Nvec_vc1.1_XM_001618209.2
Nvec_v1g196043	NVE24359	v1g196043	Nvec_vc1.1_XM_048719528.1
Nvec_v1g155159	NVE24360	v1g155159	Nvec_vc1.1_XM_001618208.3
Nvec_NVE4077	NVE4077		Nvec_NVE4077
Nvec_v1g224313	NVE17543	v1g224313	Nvec_vc1.1_XM_032364043.2
Nvec_NVE4551	NVE4551		Nvec_vc1.1_XM_032367191.2
Nvec_v1g224317	NVE17548	v1g224317	Nvec_vc1.1_XM_048731958.1
Nvec_v1g224316	NVE17547	v1g224316	Nvec_vc1.1_XM_048732655.1
Nvec_v1g151731	NVE17546	v1g151731	Nvec_vc1.1_XM_048733406.1
Nvec_NVE17544	NVE17544		Nvec_vc1.1_XM_048721549.1
Nvec_NVE17545	NVE17545		Nvec_vc1.1_XM_048721549.1
Nvec_NVE2805	NVE2805		Nvec_vc1.1_XM_001624803.3
Nvec_NVE2805	NVE2805		Nvec_vc1.1_XM_048731007.1
Nvec_NVE2458	NVE2458		Nvec_vc1.1_XM_048732381.1
Nvec_NVE25180	NVE25180		Nvec_vc1.1_XM_048732166.1
Nvec_NVE22214	NVE22214		Nvec_vc1.1_XM_032365801.2
Nvec_v1g226010	NVE5741	v1g226010	Nvec_vc1.1_XM_032379687.2
Nvec_NVE22211	NVE22211		Nvec_vc1.1_XM_032382729.1
Nvec_v1g154026	NVE22212	v1g154026	Nvec_vc1.1_XM_001636948.3
Nvec_NVE20537	NVE20537		Nvec_vc1.1_XM_032372068.2
Nvec_v1g224736	NVE20538	v1g224736	Nvec_vc1.1_XM_048732979.1
Nvec_NVE18179	NVE18179		Nvec_vc1.1_XM_048719892.1
Nvec_NVE18180	NVE18180		Nvec_NVE18180
Nvec_NVE18182	NVE18182		Nvec_vc1.1_XM_048730896.1
Nvec_NVE18181	NVE18181		Nvec_vc1.1_XM_032381631.2
Nvec_NVE7244	NVE7244		Nvec_NVE7244
Nvec_NVE486	NVE486		Nvec_vc1.1_XM_048721340.1
Nvec_NVE2300	NVE2300		Nvec_vc1.1_XM_032371145.2
Nvec_v1g136261	NVE15567	v1g136261	Nvec_vc1.1_XM_048723456.1
Nvec_v1g136198	NVE15568	v1g136198	Nvec_vc1.1_XM_048723456.1
Nvec_v1g136198	NVE15568	v1g136198	Nvec_vc1.1_XM_048723629.1
Nvec_v1g136229	NVE15569	v1g136229	Nvec_vc1.1_XM_048723486.1
Nvec_v1g218840	NVE15570	v1g218840	Nvec_vc1.1_XM_048723549.1
Nvec_v1g218840	NVE15570	v1g218840	Nvec_vc1.1_XM_048723486.1
Nvec_v1g136220	NVE15571	v1g136220	Nvec_vc1.1_XM_048723486.1
Nvec_NVE15572	NVE15572		Nvec_vc1.1_XM_048723486.1
Nvec_NVE15572	NVE15572		Nvec_vc1.1_XM_048723564.1
Nvec_v1g41631	NVE15573	v1g41631	Nvec_vc1.1_XM_048723486.1
Nvec_v1g41631	NVE15573	v1g41631	Nvec_vc1.1_XM_048723564.1
Nvec_NVE15574	NVE15574		Nvec_vc1.1_XM_048723486.1
Nvec_v1g136193	NVE15575	v1g136193	Nvec_vc1.1_XM_048723587.1
Nvec_v1g136193	NVE15575	v1g136193	Nvec_vc1.1_XM_048723486.1
Nvec_v1g136247	NVE15576	v1g136247	Nvec_vc1.1_XM_048723486.1
Nvec_v1g218823	NVE15548	v1g218823	Nvec_vc1.1_XM_048732021.1
Nvec_NVE15549	NVE15549		Nvec_NVE15549
Nvec_v1g136185	NVE15550	v1g136185	Nvec_vc1.1_XM_001623796.3
Nvec_v1g247877	NVE15551	v1g247877	Nvec_vc1.1_XM_001623797.3
Nvec_v1g136167	NVE15552	v1g136167	Nvec_vc1.1_XM_032370981.2
Nvec_v1g136183	NVE15553	v1g136183	Nvec_vc1.1_XM_032370987.2
Nvec_NVE15554	NVE15554		Nvec_vc1.1_XM_048723046.1
Nvec_NVE15555	NVE15555		Nvec_vc1.1_XM_048723015.1
Nvec_v1g237576	NVE15556	v1g237576	Nvec_vc1.1_XM_048722786.1
Nvec_NVE15557	NVE15557		Nvec_vc1.1_XM_001623799.3
Nvec_v1g218832	NVE15558	v1g218832	Nvec_vc1.1_XM_001623799.3
Nvec_v1g136184	NVE15559	v1g136184	Nvec_vc1.1_XM_032370984.2
Nvec_NVE15560	NVE15560		Nvec_vc1.1_XM_048724519.1
Nvec_NVE15561	NVE15561		Nvec_NVE15561
Nvec_v1g136356	NVE15603	v1g136356	Nvec_vc1.1_XM_001623752.3
Nvec_NVE15604	NVE15604		Nvec_vc1.1_XM_032364191.2
Nvec_NVE15605	NVE15605		Nvec_vc1.1_XM_048728915.1
Nvec_NVE15606	NVE15606		Nvec_vc1.1_XM_032370937.2
Nvec_v1g218869	NVE15607	v1g218869	Nvec_vc1.1_XM_032370936.2
Nvec_v1g236044	NVE15608	v1g236044	Nvec_vc1.1_XM_001623753.3
Nvec_v1g194407	NVE15609	v1g194407	Nvec_vc1.1_XM_001623762.3
Nvec_v1g231086	NVE15610	v1g231086	Nvec_vc1.1_XM_001623754.3
Nvec_v1g194411	NVE15611	v1g194411	Nvec_vc1.1_XM_001623763.3
Nvec_v1g136329	NVE15612	v1g136329	Nvec_vc1.1_XM_032370915.2
Nvec_v1g175215	NVE15613	v1g175215	Nvec_vc1.1_XM_048729112.1
Nvec_v1g247890	NVE15614	v1g247890	Nvec_vc1.1_XM_001623755.3
Nvec_NVE15615	NVE15615		Nvec_NVE15615
Nvec_v1g247891	NVE15616	v1g247891	Nvec_vc1.1_XM_001623756.3
Nvec_v1g247892	NVE15617	v1g247892	Nvec_vc1.1_XM_032370917.2
Nvec_v1g136349	NVE15618	v1g136349	Nvec_vc1.1_XM_048729497.1
Nvec_v1g247895	NVE15619	v1g247895	Nvec_v1g247895
Nvec_v1g175230	NVE15620	v1g175230	Nvec_vc1.1_XM_001623759.3
Nvec_v1g136346	NVE15621	v1g136346	Nvec_vc1.1_XM_001623768.3
Nvec_v1g136350	NVE15622	v1g136350	Nvec_vc1.1_XM_048729490.1
Nvec_v1g218846	NVE15584	v1g218846	Nvec_vc1.1_XM_048721941.1
Nvec_v1g11764	NVE15584	v1g11764	Nvec_vc1.1_XM_048721941.1
Nvec_NVE15585	NVE15585		Nvec_vc1.1_XM_032370953.1
Nvec_v1g17260	NVE15586	v1g17260	Nvec_vc1.1_XM_048721620.1
Nvec_v1g218853	NVE15587	v1g218853	Nvec_vc1.1_XM_048721618.1
Nvec_NVE15588	NVE15588		Nvec_vc1.1_XM_001639830.3
Nvec_v1g40746	NVE15589	v1g40746	Nvec_vc1.1_XM_048721618.1
Nvec_v1g136284	NVE15590	v1g136284	Nvec_vc1.1_XM_001623772.3
Nvec_v1g218856	NVE15591	v1g218856	Nvec_vc1.1_XM_032370950.2
Nvec_NVE15592	NVE15592		Nvec_vc1.1_XM_048734016.1
Nvec_v1g218862	NVE15593	v1g218862	Nvec_v1g218862
Nvec_NVE15594	NVE15594		Nvec_NVE15594
Nvec_v1g175233	NVE15647	v1g175233	Nvec_vc1.1_XM_048722425.1
Nvec_v1g218908	NVE15648	v1g218908	Nvec_vc1.1_XM_001623728.3
Nvec_v1g136469	NVE15649	v1g136469	Nvec_vc1.1_XM_001623732.3
Nvec_NVE15650	NVE15650		Nvec_vc1.1_XM_032370893.2
Nvec_v1g247901	NVE15651	v1g247901	Nvec_vc1.1_XM_032370899.2
Nvec_v1g218913	NVE15652	v1g218913	Nvec_vc1.1_XM_001623731.3
Nvec_v1g218914	NVE15653	v1g218914	Nvec_vc1.1_XM_032370897.2
Nvec_v1g136467	NVE15654	v1g136467	Nvec_vc1.1_XM_001623734.3
Nvec_NVE15655	NVE15655		Nvec_vc1.1_XM_048722754.1
Nvec_NVE15656	NVE15656		Nvec_NVE15656
Nvec_v1g247897	NVE15632	v1g247897	Nvec_vc1.1_XM_048728139.1
Nvec_v1g218890	NVE15633	v1g218890	Nvec_v1g218890
Nvec_v1g218891	NVE15634	v1g218891	Nvec_vc1.1_XM_048728127.1
Nvec_NVE15635	NVE15635		Nvec_NVE15635
Nvec_NVE15636	NVE15636		Nvec_vc1.1_XM_048728165.1
Nvec_NVE15637	NVE15637		Nvec_vc1.1_XM_048728165.1
Nvec_v1g136382	NVE15638	v1g136382	Nvec_vc1.1_XM_032370906.2
Nvec_v1g58114	NVE15639	v1g58114	Nvec_vc1.1_XM_048728168.1
Nvec_v1g218899	NVE15640	v1g218899	Nvec_vc1.1_XM_048728168.1
Nvec_v1g218900	NVE15641	v1g218900	Nvec_vc1.1_XM_048728174.1
Nvec_v1g136400	NVE15642	v1g136400	Nvec_vc1.1_XM_048728167.1
Nvec_v1g231092	NVE15643	v1g231092	Nvec_vc1.1_XM_001623751.3
Nvec_NVE15644	NVE15644		Nvec_vc1.1_XM_048728161.1
Nvec_v1g218952	NVE15699	v1g218952	Nvec_vc1.1_XM_048733217.1
Nvec_v1g218952	NVE15700	v1g218952	Nvec_vc1.1_XM_048733217.1
Nvec_v1g218953	NVE15701	v1g218953	Nvec_vc1.1_XM_032370859.2
Nvec_v1g55146	NVE15702	v1g55146	Nvec_vc1.1_XM_032370859.2
Nvec_v1g136552	NVE15703	v1g136552	Nvec_vc1.1_XM_032370858.2
Nvec_v1g136525	NVE15704	v1g136525	Nvec_vc1.1_XM_032370860.2
Nvec_NVE15705	NVE15705		Nvec_vc1.1_XM_032370863.2
Nvec_v1g247921	NVE15706	v1g247921	Nvec_vc1.1_XM_032370857.2
Nvec_NVE15707	NVE15707		Nvec_NVE15707
Nvec_v1g136532	NVE15709	v1g136532	Nvec_vc1.1_XM_032370846.2
Nvec_v1g194470	NVE15710	v1g194470	Nvec_vc1.1_XM_032370849.2
Nvec_v1g175269	NVE15711	v1g175269	Nvec_vc1.1_XM_032370853.2
Nvec_v1g136528	NVE15712	v1g136528	Nvec_vc1.1_XM_001623696.3
Nvec_v1g247925	NVE15713	v1g247925	Nvec_vc1.1_XM_001623703.3
Nvec_v1g53219	NVE15714	v1g53219	Nvec_vc1.1_XM_048733225.1
Nvec_v1g218920	NVE15665	v1g218920	Nvec_vc1.1_XM_048727819.1
Nvec_NVE15666	NVE15666		Nvec_vc1.1_XM_032370884.2
Nvec_v1g194441	NVE15667	v1g194441	Nvec_vc1.1_XM_032370882.2
Nvec_v1g194445	NVE15668	v1g194445	Nvec_vc1.1_XM_001623716.3
Nvec_v1g136515	NVE15669	v1g136515	Nvec_vc1.1_XM_032370874.2
Nvec_NVE15670	NVE15670		Nvec_NVE15670
Nvec_NVE15671	NVE15671		Nvec_vc1.1_XM_032370871.2
Nvec_NVE15672	NVE15672		Nvec_vc1.1_XM_032370872.2
Nvec_NVE15673	NVE15673		Nvec_vc1.1_XM_032370877.2
Nvec_v1g136497	NVE15674	v1g136497	Nvec_vc1.1_XM_032370876.1
Nvec_v1g247905	NVE15675	v1g247905	Nvec_vc1.1_XM_032370875.2
Nvec_v1g247906	NVE15676	v1g247906	Nvec_vc1.1_XM_032370875.2
Nvec_v1g175253	NVE15677	v1g175253	Nvec_vc1.1_XM_001623710.2
Nvec_v1g136508	NVE15678	v1g136508	Nvec_vc1.1_XM_032370869.2
Nvec_v1g247910	NVE15679	v1g247910	Nvec_vc1.1_XM_048727678.1
Nvec_NVE15680	NVE15680		Nvec_NVE15680
Nvec_v1g247910	NVE15681	v1g247910	Nvec_vc1.1_XM_048727678.1
Nvec_v1g218942	NVE15682	v1g218942	Nvec_vc1.1_XM_032370889.2
Nvec_v1g218943	NVE15683	v1g218943	Nvec_vc1.1_XM_001623712.3
Nvec_v1g247912	NVE15684	v1g247912	Nvec_vc1.1_XM_032370886.2
Nvec_v1g59273	NVE15685	v1g59273	Nvec_vc1.1_XM_048728257.1
Nvec_v1g18805	NVE15686	v1g18805	Nvec_vc1.1_XM_048728257.1
Nvec_v1g247913	NVE15687	v1g247913	Nvec_vc1.1_XM_001623724.3
Nvec_v1g175257	NVE15688	v1g175257	Nvec_v1g175257
Nvec_NVE15689	NVE15689		Nvec_vc1.1_XM_048728253.1
Nvec_NVE15690	NVE15690		Nvec_vc1.1_XM_048728253.1
Nvec_NVE15691	NVE15691		Nvec_vc1.1_XM_048728253.1
Nvec_NVE15746	NVE15746		Nvec_vc1.1_XM_032378936.2
Nvec_NVE15747	NVE15747		Nvec_NVE15747
Nvec_v1g218988	NVE15748	v1g218988	Nvec_vc1.1_XM_048727348.1
Nvec_v1g370	NVE15749	v1g370	Nvec_vc1.1_XM_048727348.1
Nvec_v1g136649	NVE15750	v1g136649	Nvec_vc1.1_XM_032370812.2
Nvec_v1g136649	NVE15750	v1g136649	Nvec_vc1.1_XM_048727348.1
Nvec_v1g136666	NVE15750	v1g136666	Nvec_vc1.1_XM_048727348.1
Nvec_v1g136649	NVE15751	v1g136649	Nvec_vc1.1_XM_032370812.2
Nvec_v1g136649	NVE15751	v1g136649	Nvec_vc1.1_XM_048727348.1
Nvec_v1g175302	NVE15752	v1g175302	Nvec_vc1.1_XM_001623662.3
Nvec_v1g136650	NVE15752	v1g136650	Nvec_vc1.1_XM_048727648.1
Nvec_v1g46066	NVE15754	v1g46066	Nvec_vc1.1_XM_048728308.1
Nvec_v1g218997	NVE15755	v1g218997	Nvec_vc1.1_XM_048728309.1
Nvec_NVE15756	NVE15756		Nvec_NVE15756
Nvec_NVE15757	NVE15757		Nvec_vc1.1_XM_048728309.1
Nvec_v1g218999	NVE15758	v1g218999	Nvec_vc1.1_XM_048728309.1
Nvec_NVE15759	NVE15759		Nvec_vc1.1_XM_048728309.1
Nvec_v1g247939	NVE15760	v1g247939	Nvec_vc1.1_XM_048728311.1
Nvec_NVE15720	NVE15720		Nvec_vc1.1_XM_048733452.1
Nvec_NVE15721	NVE15721		Nvec_vc1.1_XM_048728171.1
Nvec_v1g236054	NVE15722	v1g236054	Nvec_vc1.1_XM_001623674.3
Nvec_v1g175287	NVE15723	v1g175287	Nvec_vc1.1_XM_048727881.1
Nvec_v1g175287	NVE15724	v1g175287	Nvec_vc1.1_XM_048727881.1
Nvec_NVE15725	NVE15725		Nvec_vc1.1_XM_048724213.1
Nvec_v1g218972	NVE15726	v1g218972	Nvec_vc1.1_XM_048727786.1
Nvec_v1g136571	NVE15727	v1g136571	Nvec_vc1.1_XM_048727871.1
Nvec_NVE15728	NVE15728		Nvec_vc1.1_XM_032370824.2
Nvec_v1g136570	NVE15729	v1g136570	Nvec_v1g136570
Nvec_v1g136570	NVE15730	v1g136570	Nvec_v1g136570
Nvec_v1g136591	NVE15731	v1g136591	Nvec_v1g136591
Nvec_v1g136599	NVE15732	v1g136599	Nvec_vc1.1_XM_032370839.2
Nvec_v1g247932	NVE15732	v1g247932	Nvec_vc1.1_XM_048727904.1
Nvec_v1g136624	NVE15733	v1g136624	Nvec_vc1.1_XM_048727904.1
Nvec_v1g218982	NVE15734	v1g218982	Nvec_vc1.1_XM_048727904.1
Nvec_v1g175297	NVE15735	v1g175297	Nvec_vc1.1_XM_001623685.3
Nvec_v1g136620	NVE15736	v1g136620	Nvec_vc1.1_XM_048727899.1
